id;numero_guia;id_clinica;data;id_pet;id_plano;id_prestador;id_procedimento;valor_momento;justificativa;laudo;observacao;imagem_laudo;autorizacao;tipo_atendimento;status;created_at;updated_at
8379;8379;31;2016-11-08;1010520145;3;NULL;261036;0.01;;;953010000581898;;AUTOMATICA;NORMAL;LIBERADO;2016-11-08;
9829;9829;31;2016-11-14;1008110199;6;NULL;261014;0.01;;;953010000691229;;AUTOMATICA;NORMAL;LIBERADO;2016-11-14;
10279;10279;31;2016-11-17;1014200480;6;NULL;261005;0.01;;;953010000690971;;AUTOMATICA;NORMAL;LIBERADO;2016-11-17;
10279;10279;31;2016-11-17;1014200480;6;NULL;261014;0.01;;;953010000690971;;AUTOMATICA;NORMAL;LIBERADO;2016-11-17;
10549;10549;31;2016-11-18;1014200480;6;NULL;261014;0.01;;;953010000690971;;AUTOMATICA;NORMAL;LIBERADO;2016-11-18;
10549;10549;31;2016-11-18;1014200480;6;NULL;261005;0.01;;;953010000690971;;AUTOMATICA;NORMAL;LIBERADO;2016-11-18;
11179;11179;31;2016-11-21;1014000219;3;NULL;261028;0.01;;;953010000568104;;AUTOMATICA;NORMAL;LIBERADO;2016-11-21;
11239;11239;31;2016-11-21;1014000219;3;NULL;261028;0.01;;;953010000568104;;AUTOMATICA;NORMAL;LIBERADO;2016-11-21;
11249;11249;31;2016-11-21;1014000219;3;NULL;261028;0.01;;;953010000568104;;AUTOMATICA;NORMAL;LIBERADO;2016-11-21;
11509;11509;68;2016-11-22;10154;6;44;10101010;0.01;;;953010000690950;;AUTOMATICA;NORMAL;LIBERADO;2016-11-22;
11969;11969;68;2016-11-24;10154;6;165;10101010;0.01;;;953010000690950;;AUTOMATICA;NORMAL;LIBERADO;2016-11-24;
12029;12029;31;2016-11-25;1007910183;6;NULL;261014;0.01;;;953010000573489;;AUTOMATICA;NORMAL;LIBERADO;2016-11-25;
12269;12269;31;2016-11-26;1014810121;6;NULL;261014;0.01;;;953010000583227;;AUTOMATICA;NORMAL;LIBERADO;2016-11-26;
12849;12849;30;2016-11-29;1017730218;10;NULL;10101010;0.01;;;953010000573093;;AUTOMATICA;NORMAL;LIBERADO;2016-11-29;
13139;13139;3;2016-11-29;1015380147;10;84;10101010;0.01;;;953010000687486;;AUTOMATICA;NORMAL;LIBERADO;2016-11-29;
12859;12859;30;2016-11-29;1017730137;10;NULL;10101010;0.01;;;953010000572596;;AUTOMATICA;NORMAL;LIBERADO;2016-11-29;
12819;12819;23;2016-11-29;1008790122;6;NULL;10101010;0.01;;;953010000570364;;AUTOMATICA;NORMAL;LIBERADO;2016-11-29;
13489;13489;31;2016-11-30;1013040217;6;NULL;261026;0.01;;;953010000691553;;AUTOMATICA;NORMAL;LIBERADO;2016-11-30;
13319;13319;129;2016-11-30;1017270110;10;NULL;10101010;0.01;;;953010000692082;;AUTOMATICA;NORMAL;LIBERADO;2016-11-30;
13739;13739;31;2016-12-01;1013590128;3;NULL;261026;0.01;;;953010000583117;;AUTOMATICA;NORMAL;LIBERADO;2016-12-01;
13649;13649;30;2016-12-01;1018060194;11;NULL;10101010;0.01;;;953010000572325;;AUTOMATICA;NORMAL;LIBERADO;2016-12-01;
13759;13759;176;2016-12-01;1007760190;6;176;10101010;0.01;;;953010000582025;;AUTOMATICA;NORMAL;LIBERADO;2016-12-01;
13549;13549;31;2016-12-01;1009660125;3;NULL;261014;0.01;;;953010000568189;;AUTOMATICA;NORMAL;LIBERADO;2016-12-01;
13819;13819;51;2016-12-02;1013170269;12;159;10101010;0.01;;;953010000575535;;AUTOMATICA;NORMAL;LIBERADO;2016-12-02;
14139;14139;31;2016-12-02;1011300157;3;NULL;261016;0.01;;;900164001181931;;AUTOMATICA;NORMAL;LIBERADO;2016-12-02;
14279;14279;176;2016-12-02;1018000116;11;176;10101010;0.01;;;953010000582029;;AUTOMATICA;NORMAL;LIBERADO;2016-12-02;
13889;13889;31;2016-12-02;1015200343;3;NULL;261020;0.01;;;953010000687951;;AUTOMATICA;NORMAL;LIBERADO;2016-12-02;
14019;14019;31;2016-12-02;1015200343;3;NULL;261020;0.01;;;953010000687951;;AUTOMATICA;NORMAL;LIBERADO;2016-12-02;
14209;14209;3;2016-12-02;1016240187;11;92;10101010;0.01;;;953010000687628;;AUTOMATICA;NORMAL;LIBERADO;2016-12-02;
14479;14479;176;2016-12-03;1014880171;2;176;10101010;0.01;;;1754;;AUTOMATICA;NORMAL;LIBERADO;2016-12-03;
14529;14529;8;2016-12-03;1016730192;10;70;10101010;0.01;;;953010000581909;;AUTOMATICA;NORMAL;LIBERADO;2016-12-03;
14409;14409;17;2016-12-03;1017760125;10;44;10101010;0.01;;;953010000690352;;AUTOMATICA;NORMAL;LIBERADO;2016-12-03;
14579;14579;51;2016-12-03;1017480271;10;103;10101010;0.01;;;953010000689676;;AUTOMATICA;NORMAL;LIBERADO;2016-12-03;
14389;14389;3;2016-12-03;1016740155;10;90;10101010;0.01;;;953010000687620;;AUTOMATICA;NORMAL;LIBERADO;2016-12-03;
14589;14589;51;2016-12-03;1017480190;10;103;10101010;0.01;;;953010000689828;;AUTOMATICA;NORMAL;LIBERADO;2016-12-03;
14539;14539;31;2016-12-03;1011610261;2;NULL;261014;0.01;;;953010000692771;;AUTOMATICA;NORMAL;LIBERADO;2016-12-03;
14719;14719;3;2016-12-05;1017960132;10;80;10101010;0.01;;;2476;;AUTOMATICA;NORMAL;LIBERADO;2016-12-05;
14709;14709;3;2016-12-05;1017960213;10;80;10101010;0.01;;;953010000691965;;AUTOMATICA;NORMAL;LIBERADO;2016-12-05;
14699;14699;3;2016-12-05;1017490152;11;88;10101010;0.01;;;953010000692007;;AUTOMATICA;NORMAL;LIBERADO;2016-12-05;
14759;14759;3;2016-12-05;1018150185;11;84;10101010;0.01;;;953010000691985;;AUTOMATICA;NORMAL;LIBERADO;2016-12-05;
14769;14769;3;2016-12-05;1018150266;12;84;10101010;0.01;;;953010000691989;;AUTOMATICA;NORMAL;LIBERADO;2016-12-05;
14789;14789;8;2016-12-05;1016190147;10;67;10101010;0.01;;;953010000581823;;AUTOMATICA;NORMAL;LIBERADO;2016-12-05;
15239;15239;31;2016-12-06;1018020133;11;NULL;261028;0.01;;;953010000687796;;AUTOMATICA;NORMAL;LIBERADO;2016-12-06;
15109;15109;3;2016-12-06;1016880160;10;88;10101010;0.01;;;953010000691983;;AUTOMATICA;NORMAL;LIBERADO;2016-12-06;
15309;15309;51;2016-12-06;1015860190;10;103;10101010;0.01;;;953010000578686;;AUTOMATICA;NORMAL;LIBERADO;2016-12-06;
15589;15589;136;2016-12-07;1014220162;2;136;10101010;0.01;;;953010000692580;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15579;15579;51;2016-12-07;1016160159;10;106;10101010;0.01;;;953010000689662;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15659;15659;31;2016-12-07;1015070113;3;NULL;261018;0.01;;;985170002791811;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15659;15659;31;2016-12-07;1015070113;3;NULL;261020;0.01;;;985170002791811;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15659;15659;31;2016-12-07;1015070113;3;NULL;261036;0.01;;;985170002791811;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15659;15659;31;2016-12-07;1015070113;3;NULL;261042;0.01;;;985170002791811;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15719;15719;3;2016-12-07;1016740236;10;92;10101010;0.01;;;953010000691999;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15619;15619;136;2016-12-07;1016800158;11;136;10101010;0.01;;;953010000692550;;AUTOMATICA;NORMAL;LIBERADO;2016-12-07;
15859;15859;8;2016-12-08;1016280138;10;70;10101010;0.01;;;953010000581865;;AUTOMATICA;NORMAL;LIBERADO;2016-12-08;
15819;15819;26;2016-12-08;1018100161;11;NULL;10101010;0.01;;;953010000692981;;AUTOMATICA;NORMAL;LIBERADO;2016-12-08;
15879;15879;3;2016-12-08;1017940298;11;NULL;10101010;0.01;;;953010000691973;;AUTOMATICA;NORMAL;LIBERADO;2016-12-08;
15839;15839;26;2016-12-08;1018240176;11;NULL;10101010;0.01;;;953010000693238;;AUTOMATICA;NORMAL;LIBERADO;2016-12-08;
16209;16209;11;2016-12-09;1018270164;10;NULL;10101010;0.01;;;953010000573160;;AUTOMATICA;NORMAL;LIBERADO;2016-12-09;
16419;16419;3;2016-12-09;1017940115;11;92;10101010;0.01;;;953010000691969;;AUTOMATICA;NORMAL;LIBERADO;2016-12-09;
16069;16069;31;2016-12-09;1014760272;3;NULL;261016;0.01;;;953010000578685;;AUTOMATICA;NORMAL;LIBERADO;2016-12-09;
16499;16499;1;2016-12-10;1016820264;10;58;10101010;0.01;;;953010000692921;;AUTOMATICA;NORMAL;LIBERADO;2016-12-10;
16509;16509;1;2016-12-10;1016820183;10;58;10101010;0.01;;;953010000689771;;AUTOMATICA;NORMAL;LIBERADO;2016-12-10;
16559;16559;3;2016-12-10;1018310131;10;90;10101010;0.01;;;953010000691977;;AUTOMATICA;NORMAL;LIBERADO;2016-12-10;
16459;16459;115;2016-12-10;1018210188;11;114;10101010;0.01;;;953010000690774;;AUTOMATICA;NORMAL;LIBERADO;2016-12-10;
16479;16479;30;2016-12-10;1017140178;12;NULL;10101010;0.01;;;953010000573131;;AUTOMATICA;NORMAL;LIBERADO;2016-12-10;
16469;16469;3;2016-12-10;1018050121;11;55;10101010;0.01;;;2495;;AUTOMATICA;NORMAL;LIBERADO;2016-12-10;
16519;16519;1;2016-12-10;1016820345;10;58;10101010;0.01;;;953010000688299;;AUTOMATICA;NORMAL;LIBERADO;2016-12-10;
16709;16709;31;2016-12-12;1007580116;6;NULL;261028;0.01;;;953010000690727;;AUTOMATICA;NORMAL;LIBERADO;2016-12-12;
16759;16759;31;2016-12-12;1011390121;3;NULL;261015;0.01;;;953010000688001;;AUTOMATICA;NORMAL;LIBERADO;2016-12-12;
17159;17159;51;2016-12-12;1017570181;10;103;10101010;0.01;;;953010000689873;;AUTOMATICA;NORMAL;LIBERADO;2016-12-12;
16739;16739;51;2016-12-12;1017330112;10;105;10101010;0.01;;;953010000576121;;AUTOMATICA;NORMAL;LIBERADO;2016-12-12;
16929;16929;3;2016-12-12;1017550155;10;88;10101010;0.01;;;953010000691671;;AUTOMATICA;NORMAL;LIBERADO;2016-12-12;
17449;17449;25;2016-12-13;10235;6;NULL;10101010;0.01;;;953010000690953;;AUTOMATICA;NORMAL;LIBERADO;2016-12-13;
17389;17389;1;2016-12-13;1018290190;11;58;10101010;0.01;;;953010000688351;;AUTOMATICA;NORMAL;LIBERADO;2016-12-13;
17419;17419;3;2016-12-13;1007740245;6;54;10101010;0.01;;;953010000691582;;AUTOMATICA;NORMAL;LIBERADO;2016-12-13;
17409;17409;3;2016-12-13;1007740164;6;54;10101010;0.01;;;953010000691566;;AUTOMATICA;NORMAL;LIBERADO;2016-12-13;
17589;17589;51;2016-12-13;1016010181;11;103;10101010;0.01;;;953010000689678;;AUTOMATICA;NORMAL;LIBERADO;2016-12-13;
17999;17999;3;2016-12-14;1016090193;10;82;10101010;0.01;;;2040;;AUTOMATICA;NORMAL;LIBERADO;2016-12-14;
17649;17649;25;2016-12-14;1016600141;10;NULL;10101010;0.01;;;953010000582046;;AUTOMATICA;NORMAL;LIBERADO;2016-12-14;
17709;17709;30;2016-12-14;1017090138;11;NULL;10101010;0.01;;;953010000572219;;AUTOMATICA;NORMAL;LIBERADO;2016-12-14;
18109;18109;31;2016-12-15;1013940129;7;NULL;261014;0.01;;;953010000583283;;AUTOMATICA;NORMAL;LIBERADO;2016-12-15;
18469;18469;31;2016-12-15;1015310106;11;NULL;261014;0.01;;;953010000691048;;AUTOMATICA;NORMAL;LIBERADO;2016-12-15;
18379;18379;26;2016-12-15;1016290109;10;NULL;10101010;0.01;;;953010000692856;;AUTOMATICA;NORMAL;LIBERADO;2016-12-15;
18189;18189;176;2016-12-15;1018190136;11;176;10101010;0.01;;;953010000582033;;AUTOMATICA;NORMAL;LIBERADO;2016-12-15;
18099;18099;3;2016-12-15;1008230178;6;56;10101010;0.01;;;953010000576600;;AUTOMATICA;NORMAL;LIBERADO;2016-12-15;
18199;18199;176;2016-12-15;1018180173;11;176;10101010;0.01;;;2526;;AUTOMATICA;NORMAL;LIBERADO;2016-12-15;
18669;18669;26;2016-12-16;1017020199;10;NULL;10101010;0.01;;;953010000692864;;AUTOMATICA;NORMAL;LIBERADO;2016-12-16;
18639;18639;3;2016-12-16;1018330167;10;88;10101010;0.01;;;953010000691610;;AUTOMATICA;NORMAL;LIBERADO;2016-12-16;
18689;18689;26;2016-12-16;1016010262;11;NULL;10101010;0.01;;;953010000693013;;AUTOMATICA;NORMAL;LIBERADO;2016-12-16;
18719;18719;17;2016-12-16;1015950181;10;44;10101010;0.01;;;953010000690360;;AUTOMATICA;NORMAL;LIBERADO;2016-12-16;
18799;18799;1;2016-12-17;1017880112;11;166;10101010;0.01;;;953010000688313;;AUTOMATICA;NORMAL;LIBERADO;2016-12-17;
18749;18749;1;2016-12-17;1017800101;10;166;10101010;0.01;;;953010000689664;;AUTOMATICA;NORMAL;LIBERADO;2016-12-17;
18909;18909;51;2016-12-18;1016510150;10;NULL;10101010;0.01;;;953010000689666;;AUTOMATICA;NORMAL;LIBERADO;2016-12-18;
19129;19129;31;2016-12-19;1012040272;4;NULL;261036;0.01;;;963008000005417;;AUTOMATICA;NORMAL;LIBERADO;2016-12-19;
19379;19379;25;2016-12-19;1017910119;11;48;10101010;0.01;;;953010000582041;;AUTOMATICA;NORMAL;LIBERADO;2016-12-19;
19829;19829;31;2016-12-20;1009710165;2;NULL;261014;0.01;;;985111000874038;;AUTOMATICA;NORMAL;LIBERADO;2016-12-20;
19779;19779;31;2016-12-20;1007880179;6;NULL;261014;0.01;;;953010000691118;;AUTOMATICA;NORMAL;LIBERADO;2016-12-20;
19849;19849;3;2016-12-20;1018520110;10;92;10101010;0.01;;;953010000691580;;AUTOMATICA;NORMAL;LIBERADO;2016-12-20;
19429;19429;1;2016-12-20;1018080110;18;59;10101010;0.01;;;953010000688381;;AUTOMATICA;NORMAL;LIBERADO;2016-12-20;
19589;19589;129;2016-12-20;1018510149;10;130;10101010;0.01;;;953010000692106;;AUTOMATICA;NORMAL;LIBERADO;2016-12-20;
19789;19789;112;2016-12-20;1018200115;10;167;10101010;0.01;;;953010000693074;;AUTOMATICA;NORMAL;LIBERADO;2016-12-20;
19619;19619;3;2016-12-20;1018380181;10;54;10101010;0.01;;;953010000691596;;AUTOMATICA;NORMAL;LIBERADO;2016-12-20;
20519;20519;1;2016-12-21;1009430120;10;58;10101010;0.01;;;953010000688152;;AUTOMATICA;NORMAL;LIBERADO;2016-12-21;
20449;20449;3;2016-12-21;1007420178;6;84;10101010;0.01;;;953010000691592;;AUTOMATICA;NORMAL;LIBERADO;2016-12-21;
20879;20879;30;2016-12-22;1018460117;11;NULL;10101010;0.01;;;953010000572590;;AUTOMATICA;NORMAL;LIBERADO;2016-12-22;
20679;20679;31;2016-12-22;1007880179;6;NULL;261034;0.01;;;953010000691118;;AUTOMATICA;NORMAL;LIBERADO;2016-12-22;
21349;21349;176;2016-12-23;1018410276;10;176;10101010;0.01;;;953010000582057;;AUTOMATICA;NORMAL;LIBERADO;2016-12-23;
21309;21309;1;2016-12-23;1018490105;11;64;10101010;0.01;;;953010000689660;;AUTOMATICA;NORMAL;LIBERADO;2016-12-23;
21069;21069;3;2016-12-23;1017150131;11;88;10101010;0.01;;;953010000692491;;AUTOMATICA;NORMAL;LIBERADO;2016-12-23;
21429;21429;1;2016-12-23;1017260157;11;64;10101010;0.01;;;953010000692965;;AUTOMATICA;NORMAL;LIBERADO;2016-12-23;
21359;21359;176;2016-12-23;1018410357;10;176;10101010;0.01;;;953010000582053;;AUTOMATICA;NORMAL;LIBERADO;2016-12-23;
21249;21249;11;2016-12-23;1011930339;2;108;10101010;0.01;;;1067;;AUTOMATICA;NORMAL;LIBERADO;2016-12-23;
21289;21289;3;2016-12-23;1018480134;11;89;10101010;0.01;;;953010000692467;;AUTOMATICA;NORMAL;LIBERADO;2016-12-23;
20969;20969;3;2016-12-25;1018620165;10;92;10101010;0.01;;;953010000691594;;AUTOMATICA;NORMAL;LIBERADO;2016-12-25;
21899;21899;31;2016-12-26;1015200343;3;NULL;261034;0.01;;;953010000687951;;AUTOMATICA;NORMAL;LIBERADO;2016-12-26;
21979;21979;11;2016-12-26;1018590151;11;108;10101010;0.01;;;963008000232079;;AUTOMATICA;NORMAL;LIBERADO;2016-12-26;
22159;22159;51;2016-12-26;1008430185;6;103;10101010;0.01;;;953010000576134;;AUTOMATICA;NORMAL;LIBERADO;2016-12-26;
22179;22179;51;2016-12-26;1008430347;6;103;10101010;0.01;;;953010000578698;;AUTOMATICA;NORMAL;LIBERADO;2016-12-26;
22709;22709;1;2016-12-27;1018610101;10;60;10101010;0.01;;;953010000692929;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
22529;22529;51;2016-12-27;1018560162;11;103;10101010;0.01;;;953010000689658;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
22699;22699;3;2016-12-27;1016630139;10;92;10101010;0.01;;;953010000692266;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
22429;22429;25;2016-12-27;1014170122;7;48;10101010;0.01;;;953010000578699;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
22609;22609;26;2016-12-27;1009190145;3;NULL;10101010;0.01;;;985111000873912;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
22639;22639;51;2016-12-27;1008430266;6;106;10101010;0.01;;;953010000578714;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
22619;22619;51;2016-12-27;1016260111;11;103;10101010;0.01;;;953010000577391;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
22319;22319;51;2016-12-27;1018680141;11;106;10101010;0.01;;;953010000578694;;AUTOMATICA;NORMAL;LIBERADO;2016-12-27;
23059;23059;12;2016-12-28;1017950170;10;NULL;10101010;0.01;;;953010000572397;;AUTOMATICA;NORMAL;LIBERADO;2016-12-28;
23069;23069;3;2016-12-28;1018470171;10;88;10101010;0.01;;;953010000692455;;AUTOMATICA;NORMAL;LIBERADO;2016-12-28;
23289;23289;51;2016-12-28;1018230111;11;103;10101010;0.01;;;953010000576137;;AUTOMATICA;NORMAL;LIBERADO;2016-12-28;
23209;23209;1;2016-12-28;1017680105;10;166;10101010;0.01;;;953010000692935;;AUTOMATICA;NORMAL;LIBERADO;2016-12-28;
23629;23629;51;2016-12-29;1017820128;10;106;10101010;0.01;;;953010000689586;;AUTOMATICA;NORMAL;LIBERADO;2016-12-29;
23589;23589;23;2016-12-29;1017810165;11;NULL;10101010;0.01;;;953010000568138;;AUTOMATICA;NORMAL;LIBERADO;2016-12-29;
23969;23969;31;2016-12-30;1014610114;10;NULL;261014;0.01;;;953010000572958;;AUTOMATICA;NORMAL;LIBERADO;2016-12-30;
23799;23799;111;2016-12-30;1016410104;11;NULL;10101010;0.01;;;953010000573537;;AUTOMATICA;NORMAL;LIBERADO;2016-12-30;
24029;24029;31;2016-12-30;1016020144;10;NULL;261014;0.01;;;953010000573125;;AUTOMATICA;NORMAL;LIBERADO;2016-12-30;
23809;23809;111;2016-12-30;1016410287;11;81;10101010;0.01;;;95301000573524;;AUTOMATICA;NORMAL;LIBERADO;2016-12-30;
23879;23879;1;2016-12-30;1017780231;10;58;10101010;0.01;;;953010000690765;;AUTOMATICA;NORMAL;LIBERADO;2016-12-30;
23889;23889;1;2016-12-30;1017780151;10;58;10101010;0.01;;;953010000693228;;AUTOMATICA;NORMAL;LIBERADO;2016-12-30;
23979;23979;3;2016-12-30;1018540137;11;89;10101010;0.01;;;953010000692479;;AUTOMATICA;NORMAL;LIBERADO;2016-12-30;
24349;24349;3;2017-01-01;1017740108;11;81;10101010;0.01;;;953010000690636;;AUTOMATICA;NORMAL;LIBERADO;2017-01-01;
24699;24699;3;2017-01-02;1009570134;2;92;10101010;0.01;;;953010000692487;;AUTOMATICA;NORMAL;LIBERADO;2017-01-02;
24539;24539;51;2017-01-02;1016810111;11;103;10101010;0.01;;;953010000689554;;AUTOMATICA;NORMAL;LIBERADO;2017-01-02;
24709;24709;3;2017-01-02;1009570215;2;92;10101010;0.01;;;953010000692463;;AUTOMATICA;NORMAL;LIBERADO;2017-01-02;
24369;24369;51;2017-01-02;1018340120;11;106;10101010;0.01;;;953010000689581;;AUTOMATICA;NORMAL;LIBERADO;2017-01-02;
24559;24559;1;2017-01-02;1018750298;10;58;10101010;0.01;;;953010000693218;;AUTOMATICA;NORMAL;LIBERADO;2017-01-02;
24849;24849;111;2017-01-03;1017850116;10;NULL;10101010;0.01;;;2447;;AUTOMATICA;NORMAL;LIBERADO;2017-01-03;
24959;24959;31;2017-01-03;1008590204;6;NULL;261014;0.01;;;953010000566809;;AUTOMATICA;NORMAL;LIBERADO;2017-01-03;
25059;25059;8;2017-01-03;1018690112;10;69;10101010;0.01;;;953010000581812;;AUTOMATICA;NORMAL;LIBERADO;2017-01-03;
24899;24899;1;2017-01-03;1017750162;11;166;10101010;0.01;;;953010000693261;;AUTOMATICA;NORMAL;LIBERADO;2017-01-03;
25239;25239;21;2017-01-04;1016540148;10;NULL;261028;0.01;;;953010000692471;;AUTOMATICA;NORMAL;LIBERADO;2017-01-04;
25169;25169;31;2017-01-04;1008860198;3;NULL;261014;0.01;;;985111000874033;;AUTOMATICA;NORMAL;LIBERADO;2017-01-04;
25379;25379;1;2017-01-04;1018750379;10;58;10101010;0.01;;;953010000693088;;AUTOMATICA;NORMAL;LIBERADO;2017-01-04;
25369;25369;177;2017-01-04;1018400122;11;177;10101010;0.01;;;953010000691449;;AUTOMATICA;NORMAL;LIBERADO;2017-01-04;
25209;25209;111;2017-01-04;1018390143;11;NULL;10101010;0.01;;;953010000690650;;AUTOMATICA;NORMAL;LIBERADO;2017-01-04;
25249;25249;21;2017-01-04;1016540148;10;NULL;261028;0.01;;;953010000692471;;AUTOMATICA;NORMAL;LIBERADO;2017-01-04;
25549;25549;51;2017-01-05;1007460129;7;35;10101010;0.01;;;953010000578710;;AUTOMATICA;NORMAL;LIBERADO;2017-01-05;
25619;25619;51;2017-01-05;1017440139;10;103;10101010;0.01;;;953010000689814;;AUTOMATICA;NORMAL;LIBERADO;2017-01-05;
25559;25559;1;2017-01-05;1018750115;10;166;10101010;0.01;;;953010000693064;;AUTOMATICA;NORMAL;LIBERADO;2017-01-05;
26009;26009;51;2017-01-06;1017640227;10;159;10101010;0.01;;;953010000689474;;AUTOMATICA;NORMAL;LIBERADO;2017-01-06;
25849;25849;1;2017-01-06;1017340266;11;NULL;10101010;0.01;;;953010000693076;;AUTOMATICA;NORMAL;LIBERADO;2017-01-06;
26019;26019;51;2017-01-06;1017640146;10;159;10101010;0.01;;;953010000689482;;AUTOMATICA;NORMAL;LIBERADO;2017-01-06;
25869;25869;25;2017-01-06;1017900156;10;NULL;10101010;0.01;;;953010000582050;;AUTOMATICA;NORMAL;LIBERADO;2017-01-06;
25859;25859;1;2017-01-06;1017340185;11;NULL;10101010;0.01;;;953010000693080;;AUTOMATICA;NORMAL;LIBERADO;2017-01-06;
25959;25959;1;2017-01-06;1018810118;10;NULL;10101010;0.01;;;953010000693277;;AUTOMATICA;NORMAL;LIBERADO;2017-01-06;
26199;26199;51;2017-01-07;1007740164;6;NULL;10101010;0.01;;;953010000691566;;AUTOMATICA;NORMAL;LIBERADO;2017-01-07;
26279;26279;11;2017-01-09;1018760170;11;NULL;10101010;0.01;;;953010000573326;;AUTOMATICA;NORMAL;LIBERADO;2017-01-09;
26939;26939;31;2017-01-10;1012490219;3;NULL;261038;0.01;;;963000000238812;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
26939;26939;31;2017-01-10;1012490219;3;NULL;261037;0.01;;;963000000238812;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
26939;26939;31;2017-01-10;1012490219;3;NULL;261026;0.01;;;963000000238812;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
26939;26939;31;2017-01-10;1012490219;3;NULL;261028;0.01;;;963000000238812;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
26899;26899;51;2017-01-10;1018960187;11;NULL;10101010;0.01;;;953010000689573;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
26779;26779;31;2017-01-10;1015080186;2;NULL;261018;0.01;;;953010000565544;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
27099;27099;31;2017-01-10;1015260168;10;NULL;261026;0.01;;;953010000581920;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
27069;27069;51;2017-01-10;1018890111;10;NULL;10101010;0.01;;;953010000689577;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
27109;27109;51;2017-01-10;1015550166;10;NULL;10101010;0.01;;;953010000581992;;AUTOMATICA;NORMAL;LIBERADO;2017-01-10;
27639;27639;31;2017-01-11;1007590171;7;NULL;261014;0.01;;;953010000578706;;AUTOMATICA;NORMAL;LIBERADO;2017-01-11;
27369;27369;3;2017-01-11;1018690295;10;NULL;10101010;0.01;;;953010000692419;;AUTOMATICA;NORMAL;LIBERADO;2017-01-11;
27519;27519;1;2017-01-11;1016300261;10;NULL;10101010;0.01;;;2084;;AUTOMATICA;NORMAL;LIBERADO;2017-01-11;
27379;27379;3;2017-01-11;1018690376;10;NULL;10101010;0.01;;;953010000692238;;AUTOMATICA;NORMAL;LIBERADO;2017-01-11;
27319;27319;31;2017-01-11;1012520134;3;NULL;261014;0.01;;;953010000567723;;AUTOMATICA;NORMAL;LIBERADO;2017-01-11;
27819;27819;6;2017-01-12;1017160101;10;NULL;10101010;0.01;;;953010000692431;;AUTOMATICA;NORMAL;LIBERADO;2017-01-12;
27809;27809;10;2017-01-12;1018650153;10;NULL;10101010;0.01;;;953010000687832;;AUTOMATICA;NORMAL;LIBERADO;2017-01-12;
27829;27829;3;2017-01-12;1017160101;10;NULL;10101010;0.01;;;953010000692431;;AUTOMATICA;NORMAL;LIBERADO;2017-01-12;
28339;28339;134;2017-01-13;1018850161;10;NULL;10101010;0.01;;;953010000692346;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28319;28319;128;2017-01-13;1018850161;10;NULL;10101010;0.01;;;953010000692346;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28369;28369;12;2017-01-13;1018990175;10;NULL;10101010;0.01;;;953010000573471;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28019;28019;7;2017-01-13;1017930225;10;NULL;10101010;0.01;;;953010000692228;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28029;28029;7;2017-01-13;1017930144;10;NULL;10101010;0.01;;;953010000692435;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28419;28419;51;2017-01-13;1017500131;12;NULL;10101010;0.01;;;953010000689672;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28049;28049;1;2017-01-13;1008000172;10;NULL;10101010;0.01;;;953010000691555;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28009;28009;3;2017-01-13;1018940151;11;NULL;10101010;0.01;;;953010000692439;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28229;28229;31;2017-01-13;1014210108;7;NULL;261014;0.01;;;953010000690582;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28349;28349;21;2017-01-13;1018850161;10;NULL;10101010;0.01;;;953010000692346;;AUTOMATICA;NORMAL;LIBERADO;2017-01-13;
28559;28559;51;2017-01-14;1007860224;10;NULL;10101010;0.01;;;953010000581964;;AUTOMATICA;NORMAL;LIBERADO;2017-01-14;
