id_procedimento;id_plano;observ acoes
10903;11;
10904;11;
11005;11;
11004;11;
11201;11;
11202;11;
11302;11;
11303;11;
11301;11;
11307;11;
20102;11;
20103;11;
20104;11;
99913;11;
251017;11;
251018;11;
251019;11;
251020;11;
251021;11;
251022;11;
251023;11;
251024;11;
251025;11;
251027;11;
251026;11;
251029;11;
251030;11;
251031;11;
251028;11;
251033;11;
251034;11;
251035;11;
251037;11;
251036;11;
251038;11;
251039;11;
251040;11;
251010;11;
10326;11;
10410;11;
10805;11;
10807;11;
10813;11;
11101;11;
11102;11;
271012;11;
271007;11;
10310;11;
10411;11;
251032;11;
251007;11;
99912;11;
10424;11;
11205;11;
2510117;11;
2510118;11;
2510110;11;
2510135;11;
2510121;11;
2510119;11;
2510116;11;
2510115;11;
2510120;11;
10812;11;
10810;11;
10811;11;
94181;11;
10408;11;
10802;11;
10505;11;
10100;11;
10102;11;
211112;11;
10314;11;
10302;11;
10311;11;
10317;11;
10323;11;
10329;11;
10420;11;
10421;11;
10423;11;
10419;11;
251062;11;
251049;11;
10501;11;
10814;11;
11203;11;
261083;11;
261084;11;
261085;11;
261043;11;
261093;11;
271009;11;
251003;11;
11305;11;
261094;11;
261048;11;
261095;11;
261049;11;
261096;11;
261055;11;
261046;11;
261047;11;
261050;11;
261098;11;
251004;11;
10401;11;
10402;11;
10415;11;
271008;11;
271005;11;
271004;11;
271006;11;
251006;11;
251005;11;
251009;11;
251053;11;
251055;11;
251045;11;
251058;11;
251042;11;
2510111;11;
2510112;11;
2510123;11;
251093;11;
251094;11;
251095;11;
251008;11;
251012;11;
271013;11;
10428;11;
261054;11;
10318;11;
11304;11;
251063;11;
251064;11;
10806;11;
10808;11;
10313;11;
10308;11;
10319;11;
10328;11;
10422;11;
10901;11;
11204;11;
11306;11;
261086;11;
261087;11;
261088;11;
261045;11;
261097;11;
251016;11;
10304;11;
10403;11;
10407;11;
10412;11;
10416;11;
10103;11;
10305;11;
10404;11;
10405;11;
10406;11;
10301;11;
11001;11;
251061;11;
251047;11;
251051;11;
251065;11;
251060;11;
251052;11;
251072;11;
251073;11;
251048;11;
251054;11;
251067;11;
251068;11;
251066;11;
251050;11;
251046;11;
251059;11;
251043;11;
251044;11;
251069;11;
2510138;11;
2510109;11;
2510139;11;
2510130;11;
2510128;11;
2510132;11;
2510133;11;
2510113;11;
251076;11;
2510140;11;
2510137;11;
2510134;11;
2510122;11;
271010;11;
271015;11;
10801;11;
11002;11;
11003;11;
10104;11;
10105;11;
20101;11;
20108;11;
10809;11;
20105;11;
20106;11;
10426;11;
10502;11;
10503;11;
10618;11;
10612;11;
10615;11;
10613;11;
10620;11;
10616;11;
10611;11;
10614;11;
10608;11;
10609;11;
10610;11;
10621;11;
10619;11;
10604;11;
10622;11;
10601;11;
10602;11;
10603;11;
10617;11;
10623;11;
10607;11;
10701;11;
10702;11;
10703;11;
10704;11;
10705;11;
10606;11;
10605;11;
10706;11;
10427;11;
221004;12;
221002;12;
221001;12;
221003;12;
251041;12;
251001;12;
251002;12;
211114;12;
211113;12;
10203;12;
10206;12;
10201;12;
10204;12;
10202;12;
10205;12;
10315;12;
10307;12;
10306;12;
10309;12;
10322;12;
10320;12;
10321;12;
10324;12;
10325;12;
10327;12;
10316;12;
10312;12;
10418;12;
10409;12;
10425;12;
10413;12;
10414;12;
10417;12;
10803;12;
10804;12;
10902;12;
10903;12;
10904;12;
11005;12;
11004;12;
11201;12;
11202;12;
11302;12;
11303;12;
11301;12;
11307;12;
20102;12;
20103;12;
20104;12;
99913;12;
251017;12;
251018;12;
251019;12;
251020;12;
251021;12;
251022;12;
251023;12;
251024;12;
251025;12;
251027;12;
251026;12;
251029;12;
251030;12;
251031;12;
251028;12;
251033;12;
251034;12;
251035;12;
251037;12;
251036;12;
251038;12;
251039;12;
251040;12;
251010;12;
10326;12;
10410;12;
10805;12;
10807;12;
10813;12;
11101;12;
11102;12;
271012;12;
271007;12;
10310;12;
10411;12;
251032;12;
251007;12;
99912;12;
10424;12;
11205;12;
2510117;12;
2510118;12;
2510110;12;
2510135;12;
2510121;12;
2510119;12;
2510116;12;
2510115;12;
2510120;12;
10812;12;
10810;12;
10811;12;
94181;12;
10408;12;
10802;12;
10505;12;
10100;12;
10102;12;
211112;12;
10314;12;
10302;12;
10311;12;
10317;12;
10323;12;
10329;12;
10420;12;
10421;12;
10423;12;
10419;12;
251062;12;
251049;12;
10501;12;
10814;12;
11203;12;
261083;12;
261084;12;
261085;12;
261043;12;
261093;12;
271009;12;
251003;12;
11305;12;
261094;12;
261048;12;
261095;12;
261049;12;
261096;12;
261055;12;
261046;12;
261047;12;
261050;12;
261098;12;
251004;12;
10401;12;
10402;12;
10415;12;
271008;12;
271005;12;
271004;12;
271006;12;
251006;12;
251005;12;
251009;12;
251053;12;
251055;12;
251045;12;
251058;12;
251042;12;
2510111;12;
2510112;12;
2510123;12;
251093;12;
251094;12;
251095;12;
251008;12;
251012;12;
271013;12;
10428;12;
261054;12;
10318;12;
11304;12;
251063;12;
251064;12;
10806;12;
10808;12;
10313;12;
10308;12;
10319;12;
10328;12;
10422;12;
10901;12;
11204;12;
11306;12;
261086;12;
261087;12;
261088;12;
261045;12;
261097;12;
251016;12;
10304;12;
10403;12;
10407;12;
10412;12;
10416;12;
10103;12;
10305;12;
10404;12;
10405;12;
10406;12;
10301;12;
11001;12;
251061;12;
251047;12;
251051;12;
251065;12;
251060;12;
251052;12;
251072;12;
251073;12;
251048;12;
251054;12;
251067;12;
251068;12;
251066;12;
251050;12;
251046;12;
251059;12;
251043;12;
251044;12;
251069;12;
2510138;12;
2510109;12;
2510139;12;
2510130;12;
2510128;12;
2510132;12;
2510133;12;
2510113;12;
251076;12;
2510140;12;
2510137;12;
2510134;12;
2510122;12;
271010;12;
271015;12;
10801;12;
11002;12;
11003;12;
10504;12;
251057;12;
251089;12;
261091;12;
261082;12;
251092;12;
251086;12;
251087;12;
2510127;12;
2510103;12;
2510104;12;
2510107;12;
2510105;12;
2510106;12;
2510102;12;
261052;12;
251075;12;
251091;12;
251090;12;
251070;12;
251071;12;
261080;12;
261081;12;
261090;12;
261089;12;
251096;12;
2510142;12;
251097;12;
251098;12;
2510141;12;
251079;12;
251099;12;
2510114;12;
251088;12;
2510100;12;
2510136;12;
251078;12;
251077;12;
2510125;12;
2510124;12;
2510126;12;
251084;12;
251056;12;
2510101;12;
2510108;12;
251085;12;
251011;12;
251014;12;
251013;12;
271014;12;
271016;12;
271003;12;
271011;12;
2510143;12;
261044;12;
10104;12;
10105;12;
20101;12;
20108;12;
10809;12;
20105;12;
20106;12;
10426;12;
10502;12;
10503;12;
10618;12;
10612;12;
10615;12;
10613;12;
10620;12;
10616;12;
10611;12;
10614;12;
10608;12;
10609;12;
10610;12;
10621;12;
10619;12;
10604;12;
10622;12;
10601;12;
10602;12;
10603;12;
10617;12;
10623;12;
10607;12;
10701;12;
10702;12;
10703;12;
10704;12;
10705;12;
10606;12;
10605;12;
10706;12;
20107;12;
10815;12;
10427;12;
261053;12;
271001;12;
271111;12;
271110;12;
271002;12;
271117;12;
271116;12;
271115;12;
271114;12;
271112;12;
221005;12;
221004;13;
221002;13;
221001;13;
10100;13;
10102;13;
211112;13;
99951;13;
221004;14;
221002;14;
221001;14;
221003;14;
251041;14;
251001;14;
251002;14;
211114;14;
211113;14;
10203;14;
10206;14;
10201;14;
10204;14;
10202;14;
10205;14;
10315;14;
10307;14;
10306;14;
10309;14;
10322;14;
10320;14;
10321;14;
10324;14;
10325;14;
10327;14;
10316;14;
10312;14;
10418;14;
10409;14;
10425;14;
10413;14;
10414;14;
10417;14;
10803;14;
10804;14;
