competencia;vencimento;data_pagamento;valor_original;valor_pago;id_cliente
2017/05;25/05/2017;24/05/2017;69,9;69,9;1010430073
2017/03;25/03/2017;24/03/2017;62,91;62,91;1010430073
2017/04;25/04/2017;25/04/2017;69,9;69,9;1010430073
2016/12;25/12/2016;23/12/2016;69,9;69,9;1010430073
2016/10;25/10/2016;26/10/2016;69,9;76,91;1010430073
2017/02;25/02/2017;10/02/2017;69,9;69,9;1010430073
2017/06;25/06/2017;23/06/2017;69,9;69,9;1010430073
2017/01;25/01/2017;25/01/2017;69,9;69,9;1010430073
2017/07;25/07/2017;24/07/2017;69,9;69,9;1010430073
2017/05;25/05/2017;22/05/2017;119,9;119,9;1010440036
2016/11;25/11/2016;22/11/2016;119,9;119,9;1010440036
2017/01;25/01/2017;16/01/2017;119,9;119,9;1010440036
2017/04;25/04/2017;24/04/2017;119,9;119,9;1010440036
2017/03;25/03/2017;27/03/2017;119,9;119,9;1010440036
2016/10;25/10/2016;27/10/2016;119,9;131,97;1010440036
2016/12;25/12/2016;23/12/2016;119,9;119,9;1010440036
2017/02;25/02/2017;10/02/2017;119,9;119,9;1010440036
2017/06;25/06/2017;20/06/2017;119,9;119,9;1010440036
2017/07;25/07/2017;18/07/2017;173,38;173,38;1010440036
2017/07;10/07/2017;10/07/2017;51,28;51,28;1010450007
2016/11;10/11/2016;10/11/2016;44,9;44,9;1010450007
2016/10;27/10/2016;27/10/2016;44,9;44,9;1010450007
2017/01;10/01/2017;10/01/2017;44,9;44,9;1010450007
2017/02;10/02/2017;10/02/2017;44,9;44,9;1010450007
2017/04;10/04/2017;10/04/2017;51,28;51,28;1010450007
2017/05;10/05/2017;10/05/2017;51,28;51,28;1010450007
2017/06;10/06/2017;09/06/2017;51,28;51,28;1010450007
2017/03;10/03/2017;10/03/2017;51,28;51,28;1010450007
2016/12;10/12/2016;12/12/2016;44,9;44,9;1010450007
2017/08;10/08/2017;10/08/2017;51,28;51,28;1010450007
2017/01;25/01/2017;17/01/2017;99,9;99,9;1010460061
2016/11;25/11/2016;25/11/2016;89,9;89,9;1010460061
2017/05;26/05/2017;26/05/2017;99,9;109,92;1010460061
2017/03;25/03/2017;24/03/2017;99,9;99,9;1010460061
2017/04;25/04/2017;25/04/2017;99,9;99,9;1010460061
2016/12;28/12/2016;29/12/2016;99,9;110,01;1010460061
2016/10;25/10/2016;25/10/2016;89,9;89,9;1010460061
2017/02;24/03/2017;24/03/2017;99,9;110,78;1010460061
2017/06;25/06/2017;26/06/2017;99,9;99,9;1010460061
2017/07;25/07/2017;24/07/2017;99,9;99,9;1010460061
2017/01;25/01/2017;17/01/2017;101,8;101,8;1010470024
2017/03;25/03/2017;21/03/2017;116,28;116,28;1010470024
2016/09;10/11/2016;09/11/2016;101,8;101,8;1010470024
2017/04;02/05/2017;02/05/2017;116,28;116,28;1010470024
2016/12;25/12/2016;26/12/2016;101,8;101,8;1010470024
2016/10;10/11/2016;10/11/2016;101,8;112,51;1010470024
2017/02;25/02/2017;01/03/2017;101,8;101,8;1010470024
2016/11;25/11/2016;30/11/2016;101,8;112,13;1010470024
2017/04;10/04/2017;10/04/2017;69,9;69,9;1010480097
2017/06;10/06/2017;06/06/2017;69,9;69,9;1010480097
2017/02;10/02/2017;02/02/2017;69,9;69,9;1010480097
2017/03;10/03/2017;13/03/2017;69,9;76,95;1010480097
2016/10;19/10/2016;19/10/2016;69,9;69,9;1010480097
2017/05;10/05/2017;05/05/2017;69,9;69,9;1010480097
2016/12;10/12/2016;02/12/2016;69,9;69,9;1010480097
2016/11;10/11/2016;04/11/2016;69,9;69,9;1010480097
2017/07;10/07/2017;05/07/2017;69,9;69,9;1010480097
2017/01;10/01/2017;09/01/2017;69,9;69,9;1010480097
2017/08;10/08/2017;07/08/2017;69,9;69,9;1010480097
2017/04;03/05/2017;03/05/2017;49,9;55,26;1010500039
2017/06;28/06/2017;27/06/2017;49,9;55,18;1010500039
2017/02;10/02/2017;31/01/2017;49,9;49,9;1010500039
2017/03;10/03/2017;10/03/2017;44,91;44,91;1010500039
2017/05;31/05/2017;30/05/2017;49,9;55,23;1010500039
2016/10;10/10/2016;10/10/2016;49,9;49,9;1010500039
2016/12;15/12/2016;15/12/2016;49,9;54,97;1010500039
2016/11;10/11/2016;10/11/2016;49,9;49,9;1010500039
2017/01;18/01/2017;18/01/2017;49,9;49,9;1010500039
2017/07;18/07/2017;18/07/2017;49,9;55,02;1010500039
2017/08;15/08/2017;15/08/2017;49,9;54,97;1010500039
2016/11;30/11/2016;02/12/2016;89,9;99,1;1010520064
2016/12;25/12/2016;23/12/2016;89,9;89,9;1010520064
2016/10;25/10/2016;31/10/2016;89,9;99,01;1010520064
2017/06;07/08/2017;07/08/2017;102,68;102,68;1010520064
2017/01;25/01/2017;25/01/2017;102,68;102,68;1010520064
2017/04;20/06/2017;20/06/2017;102,68;114,83;1010520064
2017/05;21/06/2017;21/06/2017;102,68;113,85;1010520064
2017/02;07/04/2017;07/04/2017;102,68;102,68;1010520064
2017/03;07/04/2017;07/04/2017;102,68;102,68;1010520064
2016/12;30/12/2016;29/12/2016;60,9;67,39;1010530027
2016/11;30/12/2016;29/12/2016;60,9;67,99;1010530027
2016/10;29/10/2016;28/10/2016;60,9;67,37;1010530027
2017/01;26/01/2017;30/01/2017;60,9;67,35;1010530027
2017/06;10/06/2017;08/06/2017;99,9;99,9;1010540090
2017/02;10/02/2017;10/02/2017;129,9;129,9;1010540090
2017/03;10/03/2017;06/03/2017;129,9;129,9;1010540090
2016/12;10/12/2016;08/12/2016;129,9;129,9;1010540090
2017/05;10/05/2017;28/04/2017;90;90;1010540090
2016/11;10/11/2016;09/11/2016;129,9;129,9;1010540090
2017/07;10/07/2017;06/07/2017;99,9;99,9;1010540090
2016/10;10/10/2016;10/10/2016;129,9;129,9;1010540090
2017/01;10/01/2017;04/01/2017;129,9;129,9;1010540090
2017/04;10/04/2017;05/04/2017;99,9;99,9;1010540090
2017/08;10/08/2017;10/08/2017;114,11;114,11;1010540090
2017/04;10/04/2017;06/04/2017;148,37;148,37;1010550052
2016/11;10/11/2016;07/11/2016;129,9;129,9;1010550052
2016/10;10/10/2016;10/10/2016;129,9;129,9;1010550052
2017/01;10/01/2017;02/01/2017;129,9;129,9;1010550052
2017/02;10/02/2017;30/01/2017;129,9;129,9;1010550052
2017/07;10/07/2017;06/07/2017;148,37;148,37;1010550052
2017/05;10/05/2017;28/04/2017;133,53;133,53;1010550052
2017/06;10/06/2017;31/05/2017;148,37;148,37;1010550052
2017/03;10/03/2017;03/03/2017;133,53;133,53;1010550052
2016/12;10/12/2016;05/12/2016;129,9;129,9;1010550052
2017/08;10/08/2017;31/07/2017;148,37;148,37;1010550052
2016/12;27/12/2016;27/12/2016;89,9;99,4;1010560015
2016/11;10/11/2016;14/11/2016;89,9;99,01;1010560015
2016/10;10/10/2016;10/10/2016;89,9;89,9;1010560015
2017/01;27/01/2017;27/01/2017;89,9;99,4;1010560015
2017/04;13/04/2017;18/04/2017;109,9;120,99;1010570088
2017/06;10/06/2017;07/06/2017;109,9;109,9;1010570088
2017/02;23/02/2017;24/02/2017;109,9;121,45;1010570088
2017/03;10/03/2017;10/03/2017;109,9;109,9;1010570088
2016/10;10/10/2016;10/10/2016;109,9;109,9;1010570088
2017/05;11/05/2017;11/05/2017;109,9;120,92;1010570088
2016/12;10/12/2016;09/12/2016;109,9;109,9;1010570088
2016/11;10/11/2016;08/11/2016;109,9;109,9;1010570088
2017/07;10/07/2017;07/07/2017;109,9;109,9;1010570088
2017/01;10/01/2017;09/01/2017;109,9;109,9;1010570088
2017/08;10/08/2017;10/08/2017;109,9;109,9;1010570088
2017/04;10/04/2017;10/04/2017;69,56;69,56;1010580041
2016/11;10/11/2016;10/11/2016;60,9;60,9;1010580041
2016/10;03/11/2016;03/11/2016;60,9;54,81;1010580041
2017/01;10/01/2017;09/01/2017;60,9;60,9;1010580041
2017/02;10/02/2017;01/02/2017;60,9;60,9;1010580041
2017/07;10/07/2017;10/07/2017;69,56;69,56;1010580041
2017/05;10/05/2017;02/05/2017;69,56;69,56;1010580041
2017/06;10/06/2017;12/06/2017;69,56;69,56;1010580041
2017/03;10/03/2017;07/03/2017;62,6;62,6;1010580041
2016/12;10/12/2016;12/12/2016;60,9;60,9;1010580041
2017/08;10/08/2017;10/08/2017;69,56;69,56;1010580041
2016/12;22/12/2016;21/12/2016;89,9;99,24;1010590011
2017/04;10/04/2017;10/04/2017;130;130;1010590011
2016/11;10/11/2016;10/11/2016;89,9;89,9;1010590011
2016/10;10/10/2016;10/10/2016;89,9;89,9;1010590011
2017/07;10/07/2017;10/07/2017;130;130;1010590011
2017/06;14/06/2017;14/06/2017;130;143,17;1010590011
2017/01;10/01/2017;10/01/2017;89,9;89,9;1010590011
2017/02;10/02/2017;01/02/2017;89,9;89,9;1010590011
2017/05;10/05/2017;10/05/2017;117;117;1010590011
2017/03;10/03/2017;06/03/2017;80,91;80,91;1010590011
2017/08;10/08/2017;10/08/2017;130;130;1010590011
2017/01;01/02/2017;01/02/2017;109,9;121,17;1010600092
2016/11;25/11/2016;24/11/2016;109,9;109,9;1010600092
2017/05;25/05/2017;24/05/2017;109,9;109,9;1010600092
2017/03;25/03/2017;28/03/2017;109,9;121,01;1010600092
2017/04;25/04/2017;27/04/2017;109,9;120,96;1010600092
2016/10;27/10/2016;26/10/2016;109,9;120,96;1010600092
2016/12;25/12/2016;28/12/2016;109,9;121;1010600092
2017/02;25/02/2017;23/02/2017;109,9;109,9;1010600092
2017/06;25/06/2017;26/06/2017;109,9;109,9;1010600092
2017/07;26/07/2017;26/07/2017;109,9;109,9;1010600092
2017/05;25/05/2017;18/05/2017;60,9;60,9;1010610055
2016/11;25/11/2016;25/11/2016;60,9;60,9;1010610055
2017/01;25/01/2017;25/01/2017;60,9;60,9;1010610055
2017/03;25/03/2017;13/03/2017;54,81;54,81;1010610055
2017/04;25/04/2017;05/04/2017;60,9;60,9;1010610055
2016/12;25/12/2016;26/12/2016;60,9;60,9;1010610055
2016/10;25/10/2016;25/10/2016;60,9;60,9;1010610055
2017/02;25/02/2017;10/02/2017;60,9;60,9;1010610055
2017/04;15/04/2017;17/04/2017;69,56;69,56;1010620018
2017/01;15/01/2017;16/01/2017;60,9;60,9;1010620018
2017/02;15/02/2017;13/02/2017;60,9;60,9;1010620018
2017/03;15/03/2017;13/03/2017;69,56;69,56;1010620018
2016/10;20/10/2016;21/10/2016;60,9;67,01;1010620018
2016/11;15/11/2016;16/11/2016;60,9;60,9;1010620018
2016/11;15/11/2016;16/11/2016;60,9;60,9;1010620018
2016/12;22/12/2016;22/12/2016;60,9;60,9;1010620018
2017/05;15/05/2017;08/05/2017;69,56;69,56;1010620018
2017/06;15/06/2017;16/06/2017;69,56;69,56;1010620018
2017/07;15/07/2017;18/07/2017;69,56;76,57;1010620018
2017/08;15/08/2017;16/08/2017;69,56;76,53;1010620018
2017/06;10/06/2017;12/06/2017;89,9;89,9;1010630081
2017/03;10/03/2017;13/03/2017;89,9;98,98;1010630081
2017/02;10/02/2017;10/02/2017;89,9;89,9;1010630081
2017/05;10/05/2017;10/05/2017;89,9;89,9;1010630081
2016/10;10/10/2016;10/10/2016;89,9;89,9;1010630081
2016/12;10/12/2016;12/12/2016;89,9;89,9;1010630081
2016/11;10/11/2016;10/11/2016;89,9;89,9;1010630081
2017/07;10/07/2017;07/07/2017;89,9;89,9;1010630081
2017/01;10/01/2017;10/01/2017;89,9;89,9;1010630081
2017/04;10/04/2017;10/04/2017;89,9;89,9;1010630081
2017/08;14/08/2017;14/08/2017;89,9;99;1010630081
2016/12;15/12/2016;19/12/2016;60,9;67,17;1010650014
2017/04;12/04/2017;18/04/2017;60,9;67,03;1010650014
2016/11;10/11/2016;07/11/2016;60,9;60,9;1010650014
2016/10;07/11/2016;07/11/2016;60,9;67,55;1010650014
2016/09;07/11/2016;07/11/2016;60,9;60,9;1010650014
2017/01;19/01/2017;20/02/2017;60,9;67,81;1010650014
2017/02;10/02/2017;20/02/2017;60,9;67,19;1010650014
2017/03;17/03/2017;20/03/2017;60,9;67,19;1010650014
2016/12;25/12/2016;22/12/2016;89,9;89,9;1010660079
2016/12;10/12/2016;15/12/2016;119,9;132,09;1010670031
2017/04;09/05/2017;09/05/2017;136,95;151,95;1010670031
2016/11;10/11/2016;18/11/2016;119,9;132,21;1010670031
2016/10;21/10/2016;21/10/2016;119,9;132,32;1010670031
2017/01;10/01/2017;10/01/2017;119,9;119,9;1010670031
2017/02;23/02/2017;03/03/2017;119,9;132,73;1010670031
2017/06;27/06/2017;27/06/2017;136,95;151,4;1010670031
2017/07;10/07/2017;10/07/2017;136,95;136,95;1010670031
2017/05;10/05/2017;09/05/2017;123,26;123,26;1010670031
2017/03;10/03/2017;06/03/2017;136,95;136,95;1010670031
2017/08;24/08/2017;24/08/2017;136,95;151,27;1010670031
2016/12;27/12/2016;26/12/2016;119,9;132,56;1010700046
2017/04;02/06/2017;02/06/2017;119,9;133,98;1010700046
2016/11;10/11/2016;06/12/2016;119,9;132,93;1010700046
2016/10;31/12/2016;10/10/2016;119,9;119,9;1010700046
2017/01;10/01/2017;06/01/2017;119,9;119,9;1010700046
2017/02;23/02/2017;23/02/2017;119,9;132,41;1010700046
2017/03;10/03/2017;03/03/2017;119,9;119,9;1010700046
2017/06;10/06/2017;08/06/2017;109,9;109,9;1010710017
2017/01;12/01/2017;12/01/2017;109,9;120,96;1010710017
2017/05;10/05/2017;10/05/2017;109,9;109,9;1010710017
2017/03;04/04/2017;04/04/2017;109,9;121,79;1010710017
2016/12;10/12/2016;12/12/2016;109,9;109,9;1010710017
2016/11;10/11/2016;09/11/2016;109,9;109,9;1010710017
2017/07;13/07/2017;12/07/2017;109,9;109,93;1010710017
2016/10;20/10/2016;19/10/2016;109,9;109,9;1010710017
2017/02;15/02/2017;15/02/2017;109,9;109,9;1010710017
2017/04;20/04/2017;20/04/2017;109,9;109,9;1010710017
2017/08;10/08/2017;10/08/2017;124,44;124,44;1010710017
2016/11;10/11/2016;07/11/2016;44,9;44,9;1010720071
2016/10;17/10/2016;14/10/2016;44,9;44,9;1010720071
2017/01;10/01/2017;03/01/2017;44,9;44,9;1010720071
2017/02;10/02/2017;30/01/2017;51,28;51,28;1010720071
2017/07;10/07/2017;05/07/2017;51,28;51,28;1010720071
2017/05;10/05/2017;28/04/2017;46,15;46,15;1010720071
2017/06;10/06/2017;01/06/2017;51,28;51,28;1010720071
2017/03;10/03/2017;03/03/2017;46,15;46,15;1010720071
2016/12;10/12/2016;02/12/2016;44,9;44,9;1010720071
2017/04;10/04/2017;06/04/2017;51,28;51,28;1010720071
2017/08;10/08/2017;01/08/2017;51,28;51,28;1010720071
2017/05;08/06/2017;07/06/2017;119,9;132,44;1010730034
2017/01;25/01/2017;25/01/2017;119,9;119,9;1010730034
2016/11;25/11/2016;25/11/2016;119,9;119,9;1010730034
2017/03;03/04/2017;03/04/2017;119,9;132,24;1010730034
2017/04;10/05/2017;10/05/2017;119,9;132,48;1010730034
2016/10;03/11/2016;01/11/2016;119,9;132,24;1010730034
2016/12;29/12/2016;29/12/2016;119,9;132,05;1010730034
2017/02;25/02/2017;01/03/2017;119,9;119,9;1010730034
2017/06;30/06/2017;30/06/2017;119,9;132,08;1010730034
2017/02;15/02/2017;15/02/2017;289,8;289,8;1010740005
2017/03;16/03/2017;17/03/2017;149,8;165,13;1010740005
2016/10;10/10/2016;10/10/2016;149,8;149,8;1010740005
2017/05;10/05/2017;11/05/2017;149,8;164,82;1010740005
2016/12;10/12/2016;14/12/2016;149,8;164,98;1010740005
2016/11;10/11/2016;09/11/2016;149,8;149,8;1010740005
2017/07;21/07/2017;20/07/2017;149,8;165,32;1010740005
2017/01;10/01/2017;10/01/2017;149,8;149,8;1010740005
2017/04;10/04/2017;10/04/2017;274,8;274,8;1010740005
2017/06;21/07/2017;20/07/2017;149,8;149,8;1010740005
2017/08;10/08/2017;10/08/2017;209,8;209,8;1010740005
2017/01;12/01/2017;12/01/2017;109,9;120,96;1010750060
2016/12;21/12/2016;20/12/2016;109,9;121,28;1010750060
2016/11;10/11/2016;10/11/2016;109,9;109,9;1010750060
2016/10;10/10/2016;21/10/2016;109,9;121,33;1010750060
2017/02;17/02/2017;17/02/2017;109,9;109,9;1010750060
2017/02;10/02/2017;31/01/2017;89,9;89,9;1010770095
2017/03;10/03/2017;07/03/2017;80,91;80,91;1010770095
2016/10;21/10/2016;20/10/2016;89,9;89,9;1010770095
2016/12;10/12/2016;05/12/2016;89,9;89,9;1010770095
2016/11;10/11/2016;09/11/2016;89,9;89,9;1010770095
2017/01;12/01/2017;12/01/2017;89,9;98,94;1010770095
2016/11;25/11/2016;25/11/2016;119,9;119,9;1010780058
2017/01;25/01/2017;25/01/2017;119,9;119,9;1010780058
2017/03;25/03/2017;27/03/2017;119,9;119,9;1010780058
2016/12;25/12/2016;26/12/2016;119,9;119,9;1010780058
2016/10;28/10/2016;28/10/2016;119,9;132;1010780058
2017/02;25/02/2017;24/02/2017;119,9;119,9;1010780058
2017/05;25/05/2017;25/05/2017;173,38;173,38;1010780058
2017/04;25/04/2017;25/04/2017;119,9;119,9;1010780058
2017/04;26/04/2017;26/04/2017;89,9;99,36;1010790011
2017/02;10/02/2017;20/02/2017;89,9;99,19;1010790011
2017/03;17/03/2017;20/03/2017;89,9;99,19;1010790011
2016/10;10/10/2016;10/10/2016;89,9;89,9;1010790011
2016/12;15/12/2016;15/12/2016;89,9;91,83;1010790011
2016/11;11/11/2016;11/11/2016;89,9;89,9;1010790011
2017/01;16/01/2017;16/01/2017;89,9;99,06;1010790011
2017/05;10/05/2017;10/05/2017;74,15;74,15;1010810062
2016/12;10/12/2016;12/12/2016;60,9;60,9;1010810062
2017/06;10/06/2017;12/06/2017;66,74;66,74;1010810062
2017/04;10/04/2017;06/04/2017;60,9;60,9;1010810062
2016/11;10/11/2016;10/11/2016;60,9;60,9;1010810062
2016/10;13/10/2016;13/10/2016;60,9;60,9;1010810062
2017/01;10/01/2017;06/01/2017;60,9;60,9;1010810062
2017/02;17/02/2017;16/02/2017;60,9;67,11;1010810062
2017/07;10/07/2017;10/07/2017;74,15;74,15;1010810062
2017/03;10/03/2017;06/03/2017;60,9;60,9;1010810062
2017/08;10/08/2017;04/08/2017;74,15;74,15;1010810062
2016/11;25/11/2016;25/11/2016;89,9;89,9;1010820025
2017/03;25/03/2017;27/03/2017;80,91;80,91;1010820025
2016/12;25/12/2016;26/12/2016;89,9;89,9;1010820025
2016/10;25/10/2016;25/10/2016;89,9;89,9;1010820025
2017/02;25/02/2017;15/02/2017;89,9;89,9;1010820025
2017/01;25/01/2017;25/01/2017;89,9;89,9;1010820025
2017/01;15/01/2017;13/01/2017;60,9;60,9;1010830098
2017/02;15/02/2017;31/01/2017;60,9;60,9;1010830098
2017/03;15/03/2017;06/03/2017;60,9;60,9;1010830098
2016/10;15/10/2016;14/10/2016;60,9;60,9;1010830098
2016/12;15/12/2016;19/12/2016;60,9;67,03;1010830098
2016/11;15/11/2016;16/11/2016;60,9;60,9;1010830098
2016/11;15/11/2016;16/11/2016;60,9;60,9;1010830098
2017/05;15/05/2017;15/05/2017;113,21;113,21;1010830098
2017/06;15/06/2017;05/06/2017;113,21;113,21;1010830098
2017/04;15/04/2017;19/04/2017;113,21;115,6;1010830098
2016/12;10/12/2016;12/12/2016;134,8;134,8;1010840051
2017/01;21/02/2017;21/02/2017;557,8;557,8;1010840051
2016/11;10/11/2016;10/11/2016;105,44;105,44;1010840051
2017/04;10/04/2017;10/04/2017;44,9;44,9;1010840051
2016/10;14/10/2016;14/10/2016;67,35;74,16;1010840051
2017/05;10/05/2017;09/05/2017;701,16;701,16;1010840051
2017/02;10/02/2017;13/02/2017;89,8;98,87;1010840051
2017/03;10/03/2017;10/03/2017;44,9;44,9;1010840051
2017/05;10/05/2017;09/05/2017;40,41;40,41;1010850013
2017/03;10/03/2017;03/03/2017;44,9;44,9;1010850013
2016/12;10/12/2016;05/12/2016;44,9;44,9;1010850013
2016/11;10/11/2016;04/11/2016;44,9;44,9;1010850013
2016/10;10/10/2016;10/10/2016;44,9;44,9;1010850013
2017/02;10/02/2017;10/02/2017;44,9;44,9;1010850013
2017/06;10/06/2017;07/06/2017;51,28;51,28;1010850013
2017/01;10/01/2017;10/01/2017;44,9;44,9;1010850013
2017/04;10/04/2017;05/04/2017;44,9;44,9;1010850013
2017/07;24/07/2017;21/07/2017;54,65;54,65;1010850013
2017/08;10/08/2017;04/08/2017;54,65;54,65;1010850013
2017/05;10/05/2017;23/05/2017;107,91;110,07;1010860086
2017/03;10/03/2017;06/03/2017;107,91;107,91;1010860086
2016/12;10/12/2016;12/12/2016;119,9;119,9;1010860086
2017/04;19/04/2017;19/04/2017;119,9;132,24;1010860086
2016/11;10/11/2016;07/11/2016;119,9;119,9;1010860086
2016/10;07/11/2016;07/11/2016;119,9;119,9;1010860086
2017/07;20/07/2017;20/07/2017;173,38;191,28;1010860086
2017/01;10/01/2017;10/01/2017;119,9;119,9;1010860086
2017/02;10/02/2017;31/01/2017;119,9;119,9;1010860086
2017/06;10/06/2017;08/06/2017;136,95;136,95;1010860086
2017/08;10/08/2017;10/08/2017;173,38;173,38;1010860086
2016/11;25/11/2016;25/11/2016;69,9;69,9;1010870049
2017/05;26/05/2017;26/05/2017;69,9;76,91;1010870049
2017/03;25/03/2017;24/03/2017;69,9;69,9;1010870049
2017/04;25/04/2017;25/04/2017;69,9;69,9;1010870049
2016/10;25/10/2016;24/10/2016;69,9;69,9;1010870049
2016/12;27/12/2016;27/12/2016;69,9;76,93;1010870049
2017/02;25/02/2017;16/02/2017;69,9;69,9;1010870049
2017/01;25/01/2017;25/01/2017;69,9;69,9;1010870049
2017/06;30/06/2017;30/06/2017;69,9;77;1010870049
2017/07;25/07/2017;25/07/2017;69,9;69,9;1010870049
2016/12;10/12/2016;10/12/2016;0;0;1010890074
2017/04;10/04/2017;10/04/2017;136,95;136,95;1010890074
2016/11;10/11/2016;10/11/2016;0;0;1010890074
2016/10;10/10/2016;10/10/2016;0;0;1010890074
2017/01;10/01/2017;10/01/2017;0;0;1010890074
2017/02;10/02/2017;10/02/2017;0;0;1010890074
2017/07;10/07/2017;04/07/2017;246,85;246,85;1010890074
2017/06;10/06/2017;31/05/2017;246,85;246,85;1010890074
2017/03;10/03/2017;10/03/2017;0;0;1010890074
2017/05;10/05/2017;10/05/2017;126,95;126,95;1010890074
2017/08;10/08/2017;10/08/2017;246,85;246,85;1010890074
2016/11;25/11/2016;21/11/2016;44,9;44,9;1010900053
2017/01;25/01/2017;18/01/2017;44,9;44,9;1010900053
2017/03;25/03/2017;09/03/2017;44,9;44,9;1010900053
2017/04;25/04/2017;17/04/2017;44,9;44,9;1010900053
2016/12;25/12/2016;19/12/2016;44,9;44,9;1010900053
2016/10;25/10/2016;24/10/2016;44,9;44,9;1010900053
2017/02;25/02/2017;16/02/2017;89,9;89,9;1010900053
2017/06;25/06/2017;19/06/2017;51,28;51,28;1010900053
2017/05;25/05/2017;18/05/2017;44,9;44,9;1010900053
2017/07;25/07/2017;17/07/2017;83,47;83,47;1010900053
2016/12;10/12/2016;08/12/2016;119,9;119,9;1010910016
2016/11;10/11/2016;10/11/2016;119,9;119,9;1010910016
2016/10;10/10/2016;10/10/2016;119,9;119,9;1010910016
2017/07;10/07/2017;10/07/2017;136,95;136,95;1010910016
2017/02;10/02/2017;13/02/2017;119,9;132,01;1010910016
2017/06;10/06/2017;12/06/2017;136,95;136,95;1010910016
2017/01;10/01/2017;10/01/2017;119,9;119,9;1010910016
2017/05;10/05/2017;08/05/2017;136,95;136,95;1010910016
2017/03;10/03/2017;07/03/2017;119,9;119,9;1010910016
2017/04;10/04/2017;10/04/2017;136,95;136,95;1010910016
2017/08;10/08/2017;07/08/2017;136,95;136,95;1010910016
2016/11;10/11/2016;10/11/2016;119,9;119,9;1010910016
2017/01;14/02/2017;13/02/2017;69,9;77,27;1010920089
2016/11;25/11/2016;06/12/2016;69,9;77,11;1010920089
2017/05;13/06/2017;13/06/2017;79,9;88,39;1010920089
2017/03;13/04/2017;13/04/2017;71,91;79,55;1010920089
2017/04;15/05/2017;15/05/2017;79,9;88,41;1010920089
2016/10;04/11/2016;04/11/2016;69,9;77,12;1010920089
2016/12;13/01/2017;13/01/2017;69,9;77,32;1010920089
2017/02;25/02/2017;15/02/2017;79,9;79,9;1010920089
2017/06;10/07/2017;07/07/2017;79,9;88,28;1010920089
2017/07;01/08/2017;01/08/2017;79,9;88,07;1010920089
2017/01;31/01/2017;02/02/2017;101,8;112,22;1010930041
2017/06;25/06/2017;21/06/2017;116,28;116,28;1010930041
2017/07;25/07/2017;24/07/2017;116,28;116,28;1010930041
2017/03;04/04/2017;04/04/2017;116,28;128,3;1010930041
2016/11;25/11/2016;24/11/2016;101,8;101,8;1010930041
2017/04;25/04/2017;13/04/2017;116,28;116,28;1010930041
2016/12;25/12/2016;12/12/2016;101,8;101,8;1010930041
2016/10;25/10/2016;04/11/2016;101,8;112,28;1010930041
2017/02;08/03/2017;08/03/2017;116,28;116,28;1010930041
2017/05;25/05/2017;17/05/2017;116,28;116,28;1010930041
2017/08;25/08/2017;23/08/2017;205;205;1010960030
2017/03;10/03/2017;10/03/2017;44,9;44,9;1010970001
2016/12;10/12/2016;12/12/2016;44,9;44,9;1010970001
2016/11;10/11/2016;10/11/2016;44,9;44,9;1010970001
2016/10;10/10/2016;10/10/2016;44,9;44,9;1010970001
2017/07;10/07/2017;10/07/2017;83,47;83,47;1010970001
2017/06;10/06/2017;12/06/2017;83,47;83,47;1010970001
2017/01;10/01/2017;10/01/2017;44,9;44,9;1010970001
2017/02;10/02/2017;10/02/2017;44,9;44,9;1010970001
2017/04;10/04/2017;10/04/2017;44,9;44,9;1010970001
2017/05;10/05/2017;10/05/2017;44,9;44,9;1010970001
2017/08;10/08/2017;10/08/2017;83,47;83,47;1010970001
2016/12;10/12/2016;02/12/2016;60,9;60,9;1010980065
2016/11;10/11/2016;07/11/2016;60,9;60,9;1010980065
2016/10;10/10/2016;07/10/2016;60,9;60,9;1010980065
2017/07;10/07/2017;06/07/2017;69,56;69,56;1010980065
2017/02;10/02/2017;09/02/2017;60,9;60,9;1010980065
2017/06;10/06/2017;07/06/2017;69,56;69,56;1010980065
2017/01;10/01/2017;06/01/2017;60,9;60,9;1010980065
2017/05;10/05/2017;08/05/2017;62,6;62,6;1010980065
2017/03;10/03/2017;06/03/2017;60,9;60,9;1010980065
2017/04;10/04/2017;07/04/2017;69,56;69,56;1010980065
2017/08;10/08/2017;04/08/2017;69,56;69,56;1010980065
2017/03;28/03/2017;03/04/2017;199,8;221,46;1010990028
2016/12;27/12/2016;27/12/2016;199,8;220,9;1010990028
2016/10;25/10/2016;27/10/2016;199,8;220,34;1010990028
2016/11;17/11/2016;28/11/2016;199,8;221,04;1010990028
2017/02;10/02/2017;07/02/2017;199,8;199,8;1010990028
2017/04;23/05/2017;22/05/2017;199,8;222,61;1010990028
2017/01;12/01/2017;16/01/2017;199,8;220,2;1010990028
2016/11;25/11/2016;25/11/2016;89,9;89,9;1011000013
2017/01;25/01/2017;25/01/2017;89,9;89,9;1011000013
2017/06;25/06/2017;16/06/2017;130;130;1011000013
2017/07;25/07/2017;25/07/2017;130;130;1011000013
2017/03;25/03/2017;15/03/2017;80,91;80,91;1011000013
2017/04;25/04/2017;17/04/2017;89,9;89,9;1011000013
2016/12;25/12/2016;09/12/2016;89,9;89,9;1011000013
2016/10;25/10/2016;24/10/2016;89,9;89,9;1011000013
2017/02;25/02/2017;13/02/2017;89,9;89,9;1011000013
2017/05;25/05/2017;18/05/2017;130;130;1011000013
