competencia;vencimento;data_pagamento;valor_original;valor_pago;id_cliente
2017/07;12/07/2017;12/07/2017;228,22;251,19;1013070043
2017/06;10/06/2017;31/05/2017;228,22;228,22;1013070043
2017/01;10/01/2017;06/01/2017;199,8;199,8;1013070043
2017/02;10/02/2017;06/02/2017;199,8;199,8;1013070043
2017/05;10/05/2017;09/05/2017;228,22;228,22;1013070043
2017/03;13/03/2017;13/03/2017;228,22;228,22;1013070043
2016/12;10/12/2016;06/12/2016;199,8;199,8;1013070043
2016/12;16/12/2016;20/12/2016;99,9;110,19;1013080014
2016/10;16/11/2016;16/11/2016;99,9;110,05;1013080014
2016/10;16/11/2016;16/11/2016;99,9;110,05;1013080014
2016/11;21/12/2016;21/12/2016;99,9;99,9;1013080014
2017/04;28/04/2017;28/04/2017;153,38;169,62;1013080014
2017/02;23/02/2017;23/02/2017;99,9;110,31;1013080014
2017/01;18/01/2017;18/01/2017;99,9;110,13;1013080014
2017/03;28/04/2017;28/04/2017;99,9;111,5;1013080014
2016/11;10/11/2016;09/11/2016;44,9;44,9;1013090079
2017/01;10/01/2017;10/01/2017;44,9;44,9;1013090079
2016/10;10/10/2016;10/10/2016;44,9;44,9;1013090079
2017/02;10/02/2017;02/02/2017;51,28;51,28;1013090079
2017/07;10/07/2017;07/07/2017;51,28;51,28;1013090079
2017/05;10/05/2017;03/05/2017;51,28;51,28;1013090079
2017/06;03/07/2017;05/07/2017;51,28;62,4;1013090079
2017/03;10/03/2017;09/03/2017;51,28;51,28;1013090079
2016/12;10/12/2016;06/12/2016;44,9;44,9;1013090079
2017/04;10/04/2017;06/04/2017;51,28;51,28;1013090079
2017/08;10/08/2017;01/08/2017;51,28;51,28;1013090079
2016/11;25/11/2016;25/11/2016;119,9;119,9;1013110011
2017/06;25/06/2017;26/06/2017;173,38;173,38;1013110011
2017/01;22/02/2017;22/02/2017;119,9;132,99;1013110011
2017/03;05/04/2017;05/04/2017;119,9;132,32;1013110011
2017/04;25/04/2017;25/04/2017;119,9;119,9;1013110011
2016/12;25/12/2016;26/12/2016;119,9;119,9;1013110011
2016/10;25/10/2016;25/10/2016;119,9;119,9;1013110011
2017/02;25/02/2017;16/02/2017;119,9;119,9;1013110011
2017/05;25/05/2017;25/05/2017;173,38;173,38;1013110011
2017/07;25/07/2017;25/07/2017;173,38;173,38;1013110011
2016/11;25/11/2016;23/11/2016;199,8;199,8;1013120083
2017/03;10/03/2017;03/03/2017;179,82;179,82;1013120083
2016/12;25/12/2016;12/12/2016;199,8;199,8;1013120083
2016/10;25/10/2016;24/10/2016;199,8;199,8;1013120083
2017/07;10/07/2017;04/07/2017;288,92;288,92;1013120083
2017/01;10/01/2017;10/01/2017;199,8;199,8;1013120083
2017/02;10/02/2017;01/02/2017;199,8;199,8;1013120083
2017/06;10/06/2017;01/06/2017;228,22;228,22;1013120083
2017/04;10/04/2017;05/04/2017;199,8;199,8;1013120083
2017/05;10/05/2017;27/04/2017;179,82;179,82;1013120083
2017/08;10/08/2017;02/08/2017;288,92;288,92;1013120083
2016/11;10/01/2017;16/11/2016;60,9;68,21;1013130046
2016/11;10/01/2017;16/11/2016;60,9;68,21;1013130046
2016/10;31/10/2016;31/10/2016;60,9;67,41;1013130046
2017/05;30/05/2017;30/05/2017;129,9;129,9;1013140017
2016/11;25/11/2016;25/11/2016;60,9;60,9;1013140017
2017/01;25/01/2017;23/01/2017;60,9;60,9;1013140017
2017/03;25/03/2017;24/03/2017;129,9;129,9;1013140017
2017/04;25/04/2017;25/04/2017;129,9;129,9;1013140017
2016/10;25/10/2016;27/10/2016;60,9;67,03;1013140017
2016/12;25/12/2016;14/12/2016;60,9;60,9;1013140017
2017/02;25/02/2017;13/02/2017;60,9;60,9;1013140017
2017/06;25/06/2017;26/06/2017;129,9;129,9;1013140017
2017/07;25/07/2017;25/07/2017;187,84;187,84;1013140017
2016/11;25/11/2016;21/11/2016;57,8;57,8;1013160034
2017/05;30/05/2017;30/05/2017;60,9;67,09;1013160034
2017/04;25/04/2017;17/04/2017;60,9;60,9;1013160034
2017/03;25/03/2017;24/03/2017;60,9;60,9;1013160034
2016/12;29/12/2016;28/12/2016;60,9;67,07;1013160034
2016/10;26/10/2016;26/10/2016;60,9;60,9;1013160034
2017/02;02/03/2017;02/03/2017;60,9;67,09;1013160034
2017/01;01/02/2017;01/02/2017;60,9;67,13;1013160034
2017/06;25/06/2017;26/06/2017;60,9;60,9;1013160034
2017/07;25/07/2017;25/07/2017;60,9;60,9;1013160034
2017/05;10/05/2017;02/05/2017;377,82;377,82;1013170005
2017/03;10/03/2017;03/03/2017;377,82;377,82;1013170005
2016/12;10/12/2016;02/12/2016;419,8;419,8;1013170005
2017/04;10/04/2017;05/04/2017;419,8;419,8;1013170005
2017/07;10/07/2017;04/07/2017;479,5;479,5;1013170005
2016/11;10/11/2016;07/11/2016;229,9;229,9;1013170005
2016/10;10/10/2016;10/10/2016;229,9;229,9;1013170005
2017/06;10/06/2017;01/06/2017;419,8;419,8;1013170005
2017/01;10/01/2017;02/01/2017;419,8;419,8;1013170005
2017/02;10/02/2017;31/01/2017;419,8;419,8;1013170005
2017/08;10/08/2017;01/08/2017;479,5;479,5;1013170005
2016/11;10/01/2017;09/01/2017;60,9;67,91;1013190022
2016/10;17/11/2016;16/11/2016;60,9;67,45;1013190022
2016/10;17/11/2016;16/11/2016;60,9;67,45;1013190022
2016/10;17/11/2016;16/11/2016;60,9;67,45;1013190022
2017/02;10/02/2017;30/01/2017;89,9;89,9;1013190022
2016/11;10/11/2016;04/11/2016;60,9;60,9;1013220037
2016/10;10/10/2016;10/10/2016;60,9;60,9;1013220037
2017/01;11/01/2017;11/01/2017;60,9;67,01;1013220037
2017/02;10/02/2017;31/01/2017;69,56;69,56;1013220037
2016/12;15/12/2016;15/12/2016;60,9;67,09;1013220037
2016/11;25/11/2016;23/11/2016;119,9;119,9;1013240062
2016/12;27/12/2016;27/12/2016;119,9;131,96;1013240062
2016/10;25/10/2016;24/10/2016;199,8;199,8;1013240062
2017/01;21/02/2017;22/02/2017;119,9;133,01;1013240062
2017/04;19/04/2017;19/04/2017;51,28;56,55;1013250025
2016/11;10/11/2016;10/11/2016;44,9;44,9;1013250025
2016/12;10/12/2016;08/12/2016;40,38;40,38;1013250025
2016/10;10/10/2016;13/10/2016;44,9;49,42;1013250025
2017/01;10/01/2017;10/01/2017;44,9;44,9;1013250025
2017/02;10/02/2017;13/02/2017;44,9;49,4;1013250025
2017/07;10/07/2017;10/07/2017;51,28;51,28;1013250025
2017/05;10/05/2017;09/05/2017;46,15;46,15;1013250025
2017/06;10/06/2017;08/06/2017;51,28;51,28;1013250025
2017/03;10/03/2017;06/03/2017;51,28;51,28;1013250025
2017/08;10/08/2017;10/08/2017;51,28;51,28;1013250025
2017/06;10/06/2017;12/06/2017;44,9;44,9;1013260098
2017/02;10/02/2017;16/02/2017;44,9;49,45;1013260098
2017/05;10/05/2017;10/05/2017;44,9;44,9;1013260098
2017/03;10/03/2017;17/03/2017;44,9;49,46;1013260098
2017/01;17/01/2017;17/01/2017;44,9;49,49;1013260098
2017/04;19/04/2017;20/04/2017;44,9;49,52;1013260098
2016/12;10/12/2016;14/12/2016;44,9;44,9;1013260098
2016/11;10/11/2016;10/11/2016;44,9;44,9;1013260098
2016/10;10/10/2016;10/10/2016;44,9;44,9;1013260098
2017/07;13/07/2017;13/07/2017;44,9;49,43;1013260098
2017/08;10/08/2017;10/08/2017;53,05;53,05;1013260098
2016/11;10/11/2016;07/11/2016;44,9;44,9;1013270051
2017/07;10/07/2017;10/07/2017;69,9;69,9;1013270051
2017/01;10/01/2017;02/01/2017;44,9;44,9;1013270051
2016/10;10/10/2016;10/10/2016;44,9;44,9;1013270051
2017/02;10/02/2017;31/01/2017;51,28;51,28;1013270051
2017/05;10/05/2017;03/05/2017;46,15;46,15;1013270051
2017/06;10/06/2017;08/06/2017;69,9;69,9;1013270051
2017/04;10/04/2017;06/04/2017;51,28;51,28;1013270051
2017/03;10/03/2017;06/03/2017;46,15;46,15;1013270051
2016/12;10/12/2016;07/12/2016;44,9;44,9;1013270051
2017/08;10/08/2017;09/08/2017;69,9;69,9;1013270051
2017/07;20/07/2017;20/07/2017;51,28;56,56;1013280013
2016/11;10/11/2016;10/11/2016;44,9;44,9;1013280013
2016/10;18/10/2016;18/10/2016;44,9;44,9;1013280013
2017/02;10/02/2017;03/02/2017;44,9;44,9;1013280013
2017/06;10/06/2017;07/06/2017;51,28;51,28;1013280013
2017/01;12/01/2017;13/01/2017;44,9;49,42;1013280013
2017/04;10/04/2017;10/04/2017;51,28;51,28;1013280013
2017/05;10/05/2017;04/05/2017;51,28;51,28;1013280013
2017/03;10/03/2017;10/03/2017;51,28;51,28;1013280013
2016/12;10/12/2016;14/12/2016;44,9;49,43;1013280013
2017/08;14/08/2017;14/08/2017;51,28;56,46;1013280013
2017/06;10/06/2017;07/06/2017;44,9;44,9;1013310028
2017/02;10/02/2017;09/02/2017;44,9;44,9;1013310028
2017/05;10/05/2017;05/05/2017;44,9;44,9;1013310028
2017/03;10/03/2017;08/03/2017;44,9;44,9;1013310028
2017/01;10/01/2017;06/01/2017;44,9;44,9;1013310028
2017/07;10/07/2017;10/07/2017;44,9;44,9;1013310028
2016/12;10/12/2016;09/12/2016;44,9;44,9;1013310028
2016/11;10/11/2016;09/11/2016;44,9;44,9;1013310028
2016/10;31/10/2016;31/10/2016;44,9;40,55;1013310028
2017/04;10/04/2017;07/04/2017;44,9;44,9;1013310028
2017/08;10/08/2017;07/08/2017;50,84;50,84;1013310028
2016/11;10/11/2016;14/11/2016;119,9;132,05;1013320091
2016/10;10/10/2016;10/10/2016;119,9;119,9;1013320091
2017/04;10/04/2017;17/04/2017;136,95;140;1013320091
2017/07;10/07/2017;10/07/2017;136,95;136,95;1013320091
2017/02;15/02/2017;16/02/2017;136,95;150,94;1013320091
2017/06;10/06/2017;12/06/2017;136,95;136,95;1013320091
2017/01;10/01/2017;10/01/2017;119,9;119,9;1013320091
2017/05;10/05/2017;08/05/2017;136,95;136,95;1013320091
2017/03;10/03/2017;10/03/2017;136,95;136,95;1013320091
2016/12;10/12/2016;09/12/2016;119,9;119,9;1013320091
2017/08;10/08/2017;15/08/2017;136,95;150,9;1013320091
2017/01;25/01/2017;25/01/2017;199,8;199,8;1013330053
2016/11;25/11/2016;22/11/2016;199,8;199,8;1013330053
2016/10;25/10/2016;24/10/2016;199,8;199,8;1013330053
2016/12;25/12/2016;21/12/2016;199,8;199,8;1013330053
2017/01;25/01/2017;24/01/2017;69,56;69,56;1013340016
2017/06;25/06/2017;23/06/2017;69,56;69,56;1013340016
2017/07;25/07/2017;21/07/2017;69,56;69,56;1013340016
2016/11;25/11/2016;25/11/2016;60,9;60,9;1013340016
2017/03;25/03/2017;11/04/2017;69,56;76,85;1013340016
2016/12;25/12/2016;23/12/2016;60,9;60,9;1013340016
2016/10;25/10/2016;01/11/2016;60,9;67,13;1013340016
2017/04;25/04/2017;05/05/2017;69,56;71,16;1013340016
2017/02;25/02/2017;07/03/2017;69,56;76,71;1013340016
2017/05;25/05/2017;22/05/2017;69,56;69,56;1013340016
2017/05;25/05/2017;25/05/2017;119,9;119,9;1013350089
2016/11;25/11/2016;25/11/2016;119,9;119,9;1013350089
2017/07;25/07/2017;25/07/2017;173,38;173,38;1013350089
2017/01;25/01/2017;25/01/2017;119,9;119,9;1013350089
2017/03;12/04/2017;12/04/2017;119,9;132,6;1013350089
2017/04;25/04/2017;25/04/2017;119,9;119,9;1013350089
2016/12;25/12/2016;26/12/2016;119,9;119,9;1013350089
2016/10;25/10/2016;25/10/2016;119,9;119,9;1013350089
2017/02;25/02/2017;24/02/2017;119,9;119,9;1013350089
2017/06;25/06/2017;26/06/2017;136,95;136,95;1013350089
2017/07;10/07/2017;13/07/2017;173,38;190,9;1013360041
2017/05;10/05/2017;09/05/2017;119,9;119,9;1013360041
2017/03;10/03/2017;07/03/2017;119,9;119,9;1013360041
2016/12;10/12/2016;05/12/2016;119,9;119,9;1013360041
2016/11;10/11/2016;10/11/2016;119,9;119,9;1013360041
2017/04;10/04/2017;10/04/2017;119,9;119,9;1013360041
2016/10;10/10/2016;10/10/2016;119,9;119,9;1013360041
2017/01;10/01/2017;05/01/2017;119,9;119,9;1013360041
2017/02;10/02/2017;02/02/2017;119,9;119,9;1013360041
2017/06;10/06/2017;06/06/2017;136,95;136,95;1013360041
2017/08;10/08/2017;08/08/2017;173,38;173,38;1013360041
2017/06;25/06/2017;26/06/2017;173,38;173,38;1013370012
2017/07;25/07/2017;25/07/2017;173,38;173,38;1013370012
2017/03;25/03/2017;27/03/2017;119,9;119,9;1013370012
2017/04;25/04/2017;13/04/2017;173,38;173,38;1013370012
2016/12;25/12/2016;26/12/2016;119,9;119,9;1013370012
2016/10;25/10/2016;25/10/2016;119,9;119,9;1013370012
2017/02;25/02/2017;01/03/2017;119,9;119,9;1013370012
2017/01;25/01/2017;24/01/2017;119,9;119,9;1013370012
2017/05;25/05/2017;25/05/2017;173,38;173,38;1013370012
2016/11;25/11/2016;25/11/2016;119,9;119,9;1013370012
2016/11;25/11/2016;28/11/2016;60,9;67,05;1013380077
2017/06;25/06/2017;23/06/2017;148,37;148,37;1013380077
2017/07;25/07/2017;20/07/2017;148,37;148,37;1013380077
2017/03;25/03/2017;09/03/2017;116,91;129,9;1013380077
2017/04;25/04/2017;25/04/2017;129,9;129,9;1013380077
2016/12;25/12/2016;13/12/2016;64,95;64,95;1013380077
2016/10;25/10/2016;26/10/2016;60,9;67,01;1013380077
2017/02;25/02/2017;15/02/2017;129,9;129,9;1013380077
2017/01;25/01/2017;20/01/2017;129,9;129,9;1013380077
2017/05;25/05/2017;22/05/2017;148,37;148,37;1013380077
2016/11;10/11/2016;30/11/2016;60,9;67,39;1013390030
2016/09;21/10/2016;21/10/2016;60,9;60,9;1013390030
2016/10;21/10/2016;21/10/2016;60,9;67,21;1013390030
2017/02;17/02/2017;17/02/2017;69,56;76,67;1013390030
2017/06;23/06/2017;23/06/2017;69,56;76,8;1013390030
2017/01;17/02/2017;17/02/2017;60,9;67,75;1013390030
2017/05;23/06/2017;23/06/2017;69,56;77,52;1013390030
2017/03;17/03/2017;17/03/2017;69,56;76,67;1013390030
2016/12;29/12/2016;04/01/2017;60,9;67,49;1013390030
2017/04;20/04/2017;24/04/2017;69,56;76,73;1013390030
2016/11;25/11/2016;25/11/2016;60,9;60,9;1013400019
2017/01;25/01/2017;25/01/2017;60,9;60,9;1013400019
2017/03;25/03/2017;27/03/2017;60,9;60,9;1013400019
2017/04;25/04/2017;25/04/2017;60,9;60,9;1013400019
2016/12;05/01/2017;05/01/2017;60,9;67,21;1013400019
2016/10;25/10/2016;25/10/2016;60,9;60,9;1013400019
2017/02;25/02/2017;07/03/2017;60,9;67,19;1013400019
2017/06;25/06/2017;20/06/2017;69,56;69,56;1013410081
2017/07;25/07/2017;20/07/2017;69,56;69,56;1013410081
2017/01;25/01/2017;19/01/2017;69,56;69,56;1013410081
2016/11;12/12/2016;12/12/2016;60,9;67,33;1013410081
2017/03;29/03/2017;29/03/2017;69,56;76,6;1013410081
2017/02;29/03/2017;29/03/2017;69,56;77,24;1013410081
2017/04;03/05/2017;03/05/2017;69,56;76,69;1013410081
2016/12;20/01/2017;19/01/2017;60,9;67,51;1013410081
2016/10;25/10/2016;25/10/2016;60,9;60,9;1013410081
2017/05;20/06/2017;20/06/2017;69,56;77,1;1013410081
2016/11;10/11/2016;10/11/2016;44,9;44,9;1013420044
2016/10;24/10/2016;24/10/2016;44,9;44,9;1013420044
2017/06;25/06/2017;26/06/2017;51,28;51,28;1013430015
2017/07;25/07/2017;25/07/2017;51,28;51,28;1013430015
2016/11;25/11/2016;25/11/2016;44,9;44,9;1013430015
2017/03;25/03/2017;27/03/2017;51,28;51,28;1013430015
2017/02;25/02/2017;23/02/2017;51,28;51,28;1013430015
2017/04;25/04/2017;25/04/2017;51,28;51,28;1013430015
2016/12;25/12/2016;26/12/2016;44,9;44,9;1013430015
2016/10;03/11/2016;03/11/2016;44,9;49,52;1013430015
2017/05;25/05/2017;25/05/2017;51,28;51,28;1013430015
2017/01;25/01/2017;25/01/2017;51,28;51,28;1013430015
2016/11;25/11/2016;24/11/2016;60,9;60,9;1013440070
2017/05;25/05/2017;25/05/2017;60,9;60,9;1013440070
2017/01;16/02/2017;16/02/2017;60,9;67,43;1013440070
2017/03;25/03/2017;10/03/2017;60,9;60,9;1013440070
2017/04;25/04/2017;18/04/2017;60,9;60,9;1013440070
2016/12;27/12/2016;09/01/2017;60,9;67,03;1013440070
2016/10;25/10/2016;24/10/2016;60,9;60,9;1013440070
2017/02;09/03/2017;10/03/2017;60,9;67,25;1013440070
2017/06;25/06/2017;21/06/2017;60,9;60,9;1013440070
2017/07;25/07/2017;25/07/2017;60,9;60,9;1013440070
2016/11;25/11/2016;23/11/2016;60,9;60,9;1013470068
2017/01;25/01/2017;02/02/2017;60,9;67,15;1013470068
2017/06;30/06/2017;30/06/2017;74,15;74,15;1013470068
2017/07;01/08/2017;01/08/2017;74,15;74,32;1013470068
2017/03;25/03/2017;27/03/2017;60,9;60,9;1013470068
2017/04;08/05/2017;08/05/2017;60,9;67,25;1013470068
2016/12;30/12/2016;02/01/2017;60,9;67,09;1013470068
2016/10;25/10/2016;25/10/2016;60,9;60,9;1013470068
2017/02;03/03/2017;06/03/2017;60,9;67,13;1013470068
2017/05;09/06/2017;09/06/2017;74,15;74,15;1013470068
2017/04;10/04/2017;10/04/2017;69,56;69,56;1013480021
2016/11;10/11/2016;10/11/2016;60,9;60,9;1013480021
2016/10;18/10/2016;18/10/2016;60,9;60,9;1013480021
2017/01;10/01/2017;10/01/2017;60,9;60,9;1013480021
2017/02;10/02/2017;27/01/2017;60,9;60,9;1013480021
2017/05;10/05/2017;02/05/2017;69,56;69,56;1013480021
2017/06;10/06/2017;12/06/2017;69,56;69,56;1013480021
2017/07;10/07/2017;10/07/2017;69,56;69,56;1013480021
2017/03;10/03/2017;07/03/2017;62,6;62,6;1013480021
2016/12;16/12/2016;15/12/2016;60,9;67,11;1013480021
2017/08;10/08/2017;10/08/2017;69,56;69,56;1013480021
2016/11;25/11/2016;18/11/2016;60,9;60,9;1013490093
2017/03;25/03/2017;22/03/2017;60,9;60,9;1013490093
2017/04;25/04/2017;25/04/2017;60,9;60,9;1013490093
2016/10;04/11/2016;04/11/2016;60,9;60,9;1013490093
2016/12;25/12/2016;26/12/2016;60,9;60,9;1013490093
2017/02;24/03/2017;24/03/2017;60,9;67,53;1013490093
2017/06;28/06/2017;28/06/2017;113,21;124,64;1013490093
2017/01;25/01/2017;16/01/2017;60,9;60,9;1013490093
2017/05;25/05/2017;15/05/2017;113,21;113,21;1013490093
2017/07;10/08/2017;08/08/2017;113,21;125,12;1013490093
2016/11;29/11/2016;29/11/2016;119,9;132,04;1013520006
2016/10;26/10/2016;26/10/2016;119,9;119,9;1013520006
2017/04;19/05/2017;19/05/2017;119,9;132,83;1013520006
2017/03;19/05/2017;19/05/2017;119,9;134,09;1013520006
2016/12;18/01/2017;18/01/2017;119,9;132,85;1013520006
2017/02;22/03/2017;22/03/2017;119,9;132,89;1013520006
2017/01;25/01/2017;18/01/2017;119,9;119,9;1013520006
2016/11;12/12/2016;12/12/2016;60,9;67,33;1013540023
2017/03;25/03/2017;20/03/2017;69,56;69,56;1013540023
2016/10;25/10/2016;27/10/2016;60,9;67,03;1013540023
2016/12;25/12/2016;22/12/2016;60,9;60,9;1013540023
2017/02;20/03/2017;21/03/2017;69,56;77,03;1013540023
2017/01;25/01/2017;25/01/2017;60,9;60,9;1013540023
2016/11;25/11/2016;24/11/2016;44,9;44,9;1013550096
2017/01;25/01/2017;16/01/2017;44,9;44,9;1013550096
2017/05;25/05/2017;22/05/2017;44,9;44,9;1013550096
2017/03;25/03/2017;10/03/2017;40,41;44,9;1013550096
2017/04;25/04/2017;07/04/2017;44,9;44,9;1013550096
2016/12;25/12/2016;09/12/2016;44,9;44,9;1013550096
2016/10;25/10/2016;26/10/2016;44,9;49,4;1013550096
2017/02;25/02/2017;10/02/2017;44,9;44,9;1013550096
2017/06;25/06/2017;26/06/2017;44,9;44,9;1013550096
2017/07;25/07/2017;25/07/2017;44,9;44,9;1013550096
2017/05;07/06/2017;07/06/2017;59,95;66,49;1013560059
2017/03;10/03/2017;10/03/2017;315,45;315,45;1013560059
2016/12;10/12/2016;12/12/2016;147,95;147,95;1013560059
2016/10;25/10/2016;25/10/2016;59,95;59,95;1013560059
2016/11;10/11/2016;10/11/2016;59,95;59,95;1013560059
2017/04;15/05/2017;15/05/2017;84,95;84,95;1013560059
2017/01;10/01/2017;11/01/2017;59,95;65,96;1013560059
2017/02;10/02/2017;20/02/2017;59,95;66,1;1013560059
2017/07;10/07/2017;10/07/2017;129,9;129,9;1013560059
2017/06;10/06/2017;08/06/2017;68,47;68,47;1013560059
2017/08;10/08/2017;07/08/2017;129,9;129,9;1013560059
2016/12;10/12/2016;09/12/2016;119,9;119,9;1013580084
2016/11;10/11/2016;07/11/2016;119,9;119,9;1013580084
2016/10;10/10/2016;13/10/2016;119,9;132,01;1013580084
2017/04;10/04/2017;10/04/2017;119,9;119,9;1013580084
2017/01;10/01/2017;05/01/2017;119,9;119,9;1013580084
2017/02;13/02/2017;13/02/2017;119,9;119,9;1013580084
2017/05;10/05/2017;02/05/2017;270,88;270,88;1013580084
2017/03;10/03/2017;07/03/2017;189,9;189,9;1013580084
2017/06;10/06/2017;07/06/2017;710,9;710,9;1013590047
2017/05;10/05/2017;10/05/2017;119,9;119,9;1013590047
2017/03;10/03/2017;09/03/2017;292,3;292,3;1013590047
2016/12;10/12/2016;12/12/2016;254,81;254,81;1013590047
2016/11;10/11/2016;10/11/2016;199,8;199,8;1013590047
2016/10;10/10/2016;10/10/2016;199,8;199,8;1013590047
2017/07;10/07/2017;06/07/2017;299,38;299,38;1013590047
2017/04;10/04/2017;10/04/2017;119,9;119,9;1013590047
2017/01;10/01/2017;09/01/2017;267,3;267,3;1013590047
2017/02;10/02/2017;10/02/2017;224,8;224,8;1013590047
2017/08;10/08/2017;09/08/2017;173,38;173,38;1013590047
2017/05;25/05/2017;01/06/2017;150,8;166,22;1013600026
2016/09;28/10/2016;28/10/2016;160,8;160,8;1013600026
2016/10;01/11/2016;31/10/2016;160,8;160,8;1013600026
2016/11;30/11/2016;30/11/2016;150,8;150,8;1013600026
2017/04;05/05/2017;05/05/2017;150,8;166,37;1013600026
2017/03;25/03/2017;31/03/2017;150,8;166,18;1013600026
2016/12;25/12/2016;23/12/2016;150,8;150,8;1013600026
2017/02;25/02/2017;24/02/2017;150,8;150,8;1013600026
2017/01;25/01/2017;30/01/2017;150,8;166,13;1013600026
2017/06;30/06/2017;30/06/2017;150,8;166,12;1013600026
2017/07;29/07/2017;31/07/2017;150,8;166,07;1013600026
2017/04;12/04/2017;14/04/2017;228,22;251,19;1013620051
2017/01;10/01/2017;10/01/2017;199,8;199,8;1013620051
2016/11;10/11/2016;10/11/2016;199,8;199,8;1013620051
2016/10;22/10/2016;24/10/2016;199,8;199,8;1013620051
2017/02;10/02/2017;01/02/2017;228,22;228,22;1013620051
2017/06;10/06/2017;12/06/2017;228,22;228,22;1013620051
2017/05;10/05/2017;28/04/2017;228,22;228,22;1013620051
2017/07;10/07/2017;10/07/2017;228,22;228,22;1013620051
2017/03;10/03/2017;10/03/2017;205,4;205,4;1013620051
2016/12;10/12/2016;12/12/2016;199,8;199,8;1013620051
2017/08;10/08/2017;01/08/2017;228,22;228,22;1013620051
2017/05;10/05/2017;09/05/2017;53,95;53,95;1013630014
2017/03;10/03/2017;03/03/2017;53,95;53,95;1013630014
2016/12;10/12/2016;09/12/2016;129,95;129,95;1013630014
2017/07;17/07/2017;14/07/2017;86,69;86,69;1013630014
2016/11;10/11/2016;10/11/2016;59,95;59,95;1013630014
2016/10;13/10/2016;13/10/2016;59,95;59,95;1013630014
2017/04;10/04/2017;05/04/2017;59,95;59,95;1013630014
2017/01;10/01/2017;09/01/2017;59,95;59,95;1013630014
2017/02;10/02/2017;31/01/2017;59,95;59,95;1013630014
2017/06;10/06/2017;07/06/2017;68,47;68,47;1013630014
2017/08;10/08/2017;08/08/2017;86,69;86,69;1013630014
2017/01;25/01/2017;17/01/2017;159,8;159,8;1013640087
2016/11;25/11/2016;25/11/2016;159,8;159,8;1013640087
2017/05;25/05/2017;25/05/2017;159,8;159,8;1013640087
2017/03;25/03/2017;14/03/2017;159,8;159,8;1013640087
2017/04;25/04/2017;13/04/2017;159,8;159,8;1013640087
2016/12;25/12/2016;14/12/2016;159,8;159,8;1013640087
2016/10;25/10/2016;27/10/2016;159,8;175,88;1013640087
2017/02;25/02/2017;01/03/2017;159,8;159,8;1013640087
2017/06;25/06/2017;20/06/2017;159,8;159,8;1013640087
2017/07;25/07/2017;25/07/2017;159,8;159,8;1013640087
2017/06;10/06/2017;12/06/2017;119,9;119,9;1013660011
2017/04;10/04/2017;10/04/2017;119,9;119,9;1013660011
2017/05;10/05/2017;10/05/2017;119,9;119,9;1013660011
2017/03;10/03/2017;10/03/2017;119,9;119,9;1013660011
2016/12;10/12/2016;12/12/2016;119,9;119,9;1013660011
2016/11;10/11/2016;10/11/2016;119,9;119,9;1013660011
2016/10;10/10/2016;11/10/2016;119,9;131,93;1013660011
2017/07;10/07/2017;06/07/2017;173,38;173,38;1013660011
2017/01;10/01/2017;05/01/2017;119,9;119,9;1013660011
2017/02;14/02/2017;14/02/2017;119,9;132,05;1013660011
2017/08;10/08/2017;04/08/2017;173,38;173,38;1013660011
2017/04;10/04/2017;10/04/2017;109,9;109,9;1013670075
2017/05;10/05/2017;10/05/2017;109,9;109,9;1013670075
2016/10;15/10/2016;13/10/2016;159,9;159,9;1013670075
2017/01;10/01/2017;10/01/2017;109,9;109,9;1013670075
2017/02;10/02/2017;10/02/2017;109,9;109,9;1013670075
2016/11;10/11/2016;10/11/2016;109,9;109,9;1013670075
2016/12;15/12/2016;09/12/2016;109,9;109,9;1013670075
2017/06;10/06/2017;09/06/2017;109,9;109,9;1013670075
2017/03;10/03/2017;10/03/2017;109,9;109,9;1013670075
2017/07;10/07/2017;06/07/2017;109,9;109,9;1013670075
2017/08;10/08/2017;10/08/2017;109,9;109,9;1013670075
2017/05;25/05/2017;18/05/2017;54;54;1013680038
2016/11;25/11/2016;21/11/2016;60,9;60,9;1013680038
2017/03;25/03/2017;15/03/2017;54,81;54,81;1013680038
2017/04;25/04/2017;17/04/2017;60,9;60,9;1013680038
2016/12;25/12/2016;19/12/2016;60,9;60,9;1013680038
2016/10;25/10/2016;21/10/2016;60,9;60,9;1013680038
2017/02;25/02/2017;14/02/2017;60,9;60,9;1013680038
2017/01;25/01/2017;16/01/2017;60,9;60,9;1013680038
2017/06;25/06/2017;14/06/2017;60,9;60,9;1013680038
2017/07;25/07/2017;18/07/2017;74,15;74,15;1013680038
2017/01;10/01/2017;10/01/2017;129,9;129,9;1013700080
2017/02;10/02/2017;15/02/2017;129,9;143,09;1013700080
2017/03;17/03/2017;24/03/2017;129,9;143,45;1013700080
2016/10;18/10/2016;18/10/2016;229,9;229,9;1013700080
2016/12;10/12/2016;12/12/2016;129,9;129,9;1013700080
2016/11;10/11/2016;10/11/2016;129,9;129,9;1013700080
2016/11;10/11/2016;10/11/2016;89,9;89,9;1013700080
2016/10;10/10/2016;10/10/2016;89,9;89,9;1013700080
2017/06;10/06/2017;09/06/2017;119,9;119,9;1013710042
2017/01;10/01/2017;02/01/2017;119,9;119,9;1013710042
2017/05;10/05/2017;28/04/2017;107,91;107,91;1013710042
2017/03;10/03/2017;06/03/2017;119,9;119,9;1013710042
